"imagen_id","respuesta","razon_area","peor_rugosidad","peor_contraste","peor_variacion_color","rango_brillo"
"img_0079","Conforme",1,0.04322686446602,0.185945685126954,0.0432311875847785,0.0290766938512467
"img_0080","Conforme",1,0.0433008467083302,0.18527930959541,0.0433051772260528,0.0289311814431583
"img_0081","No conforme",1.00421262679452,0.227121263824427,0.174908266295416,0.22714397822225,0.026505934753418
"img_0082","Conforme",1,0.0432859122575092,0.184012512529683,0.0432902412816374,0.0281976361622529
"img_0083","Conforme",1,0.0434269587251864,0.187441588812723,0.0434313018553719,0.0293461790017521
"img_0084","No conforme",1.00113728675873,0.227009991351327,0.178390499098126,0.227032694620789,0.0278564717909868
"img_0085","No conforme",1,0.10657378267055,0.184226399808379,0.106584441114662,0.0252021866562787
"img_0086","No conforme",1,0.0764558308038192,0.202404175297031,0.0764634771515343,0.0344442588716395
"img_0087","Conforme",1,0.0432429613782858,0.168480972795037,0.0432472861068965,0.0225882883947035
"img_0088","Conforme",1,0.043333912017701,0.164762996900643,0.0433382458422852,0.0210322868795957
"img_0089","No conforme",1,0.116226762078246,0.19876888996515,0.116238385916838,0.0291676391063017
"img_0090","No conforme",1,0.0475022667492086,0.2047993871202,0.0475070174509537,0.0343146020507813
"img_0091","Conforme",1,0.0430938268597107,0.186378230707884,0.043098136673378,0.0281220678351908
"img_0092","No conforme",1,0.0887473868037411,0.211604955476069,0.0887562624299841,0.0348672141400505
"img_0093","Conforme",1,0.0433225726356064,0.19934301562415,0.043326905326139,0.0346689295510685
"img_0094","Conforme",1,0.0433405947522017,0.177732167664226,0.0433449292451262,0.0258115198651482
"img_0095","Conforme",1,0.0431713519686672,0.191857509398618,0.0431756695356207,0.0310004253252815
"img_0096","No conforme",1.01204696273609,0.223951454398674,0.186615414923989,0.223973851783852,0.0310141269459444
"img_0097","Conforme",1,0.0433745173875563,0.168108049135123,0.0433788552730836,0.0221339809462604
"img_0098","Conforme",1,0.0432761996584575,0.204301396056183,0.0432805277112286,0.0369886318790211
"img_0099","No conforme",1.00825730159539,0.212107285608319,0.177904387523746,0.212128498458165,0.0272443264590992
"img_0100","No conforme",1.00818866688503,0.215035130125859,0.195637082444922,0.215056635789438,0.0352026944328757
"img_0101","Conforme",1,0.043372610203872,0.189799401785596,0.0433769478986618,0.0300300035544002
"img_0102","Conforme",1,0.0433649185043342,0.179139669345944,0.0433692554298772,0.0252684809606216
"img_0103","No conforme",1,0.0766233803001753,0.190479172609503,0.0766310434045158,0.0289520629523782
"img_0104","Conforme",1,0.0433235882573262,0.174610712576548,0.0433279210494311,0.0245783740054859
"img_0105","No conforme",1,0.115079496398828,0.200809179306147,0.115091005499378,0.0300487909294577
"img_0106","Conforme",1,0.043194115818381,0.187690022232196,0.0431984356619472,0.0296191942641315
"img_0107","No conforme",1.00625729133524,0.219174630336694,0.176162049342943,0.219196549991693,0.0269134532614315
"img_0108","Conforme",1,0.0435837935318249,0.201551608482239,0.0435881523470596,0.035877005633186
"img_0109","Conforme",1,0.0430864523699682,0.185629152169282,0.0430907614461128,0.0287696339506263
"img_0110","No conforme",1,0.0753116145109215,0.196879115401184,0.0753191464255641,0.0316243576408836
"img_0111","Conforme",1,0.0433142792914982,0.181320443745521,0.0433186111526134,0.0274889811616785
"img_0112","Conforme",1,0.0431489875576545,0.180098287403693,0.0431533028879433,0.0262932305549173
"img_0113","Conforme",1,0.0434209660354651,0.17978013772643,0.0434253085663218,0.0260549180872299
"img_0114","Conforme",1,0.0428531854954746,0.187949799888333,0.0428574712425989,0.029219334303912
"img_0115","No conforme",1,0.0457440446002525,0.197994589119185,0.0457486194621987,0.0329875193158319
"img_0116","No conforme",1,0.0543815725476315,0.183841591879518,0.0543870112487564,0.0273380240047679
"img_0117","Conforme",1,0.043346972117395,0.177007487987407,0.0433513072481198,0.0250345960908778
"img_0118","No conforme",1,0.0452976631336233,0.194494888791947,0.0453021933529586,0.0315991083661248
"img_0119","Conforme",1,0.0433928729299314,0.196146103708989,0.0433972126511965,0.0333843278234145
"img_0120","Conforme",1,0.0433682600415759,0.207266246120112,0.043372597301306,0.0383778804823931
"img_0121","Conforme",1,0.043597449622536,0.20115897396975,0.0436018098035163,0.0352581590719785
"img_0122","Conforme",1,0.0431235152690358,0.183427018353662,0.043127828051841,0.0283156854966107
"img_0123","No conforme",1.00292059016063,0.219005735105122,0.183950725653512,0.219027637868909,0.0296613162769991
"img_0124","Conforme",1,0.0434593230099323,0.192303418839885,0.04346366937687,0.031526292329676
"img_0125","Conforme",1,0.0433569056741422,0.183773488406276,0.0433612417983221,0.028371389465332
"img_0126","No conforme",1.00720560655414,0.22505640944536,0.193127851216281,0.225078917337094,0.0342082798677332
"img_0127","No conforme",1,0.0936828951246752,0.20713546365776,0.0936922643511103,0.0348910274370979
"img_0128","No conforme",1,0.0993294800420748,0.199105351225784,0.0993394139834732,0.0311981115902171
"img_0129","Conforme",1,0.0433005168411682,0.198246785302571,0.0433048473259007,0.0340527156156651
"img_0130","Conforme",1,0.0436286077085406,0.187900896347663,0.0436329710056412,0.0293448028564454
"img_0131","No conforme",1.00413689356901,0.226529967268655,0.203491973328838,0.226552622530908,0.0390194633573644
"img_0132","Conforme",1,0.0433684433314766,0.190005359298095,0.0433727806095376,0.0308430062686696
"img_0133","Conforme",1,0.0430642195701837,0.206353790628478,0.043068526422826,0.0379898673382927
"img_0134","No conforme",1,0.0835044212177752,0.185985552955159,0.0835127724950247,0.0252600445915671
"img_0135","Conforme",1,0.0430104502505879,0.191360612803854,0.0430147517257605,0.0312883388564167
"img_0136","Conforme",1,0.0433913110502651,0.180681447091413,0.0433956506153266,0.0266095046458525
"img_0137","Conforme",1,0.0433523819554205,0.187975353736041,0.0433567176271832,0.0298509849997127
"img_0138","Conforme",1,0.0432263840218231,0.18267235045616,0.0432307070925324,0.0270236645507812
"img_0139","Conforme",1,0.0432769382892555,0.180119849284065,0.0432812664158971,0.0265572709566004
"img_0140","Conforme",1,0.0430514971065601,0.207586988373958,0.0430558026868287,0.0385586341768153
"img_0141","Conforme",1,0.0433113882042829,0.195061826525765,0.0433157197762605,0.032868153668572
"img_0142","No conforme",1.0086247949627,0.221635303632759,0.179231048150241,0.221657469379697,0.0277691164802102
"img_0143","No conforme",1.00901916572717,0.222109966956581,0.184654219997453,0.222132180174598,0.0299372034948012
"img_0144","Conforme",1,0.0431068222748112,0.196768189120857,0.04311113338815,0.0331758717256434
"img_0145","No conforme",1,0.118289805734943,0.199743210232532,0.118301635898532,0.0298302829877068
"img_0146","Conforme",1,0.0434102573301936,0.190866962209817,0.0434145987900726,0.0312852275713752
"img_0147","Conforme",1,0.0430258211861683,0.188867112572972,0.0430301241985882,0.0300580649521771
"img_0148","No conforme",1,0.0458085343839964,0.189675320791883,0.0458131156955659,0.0299023212028953
"img_0149","No conforme",1.01300347126563,0.214201360607772,0.167818673406173,0.21422278288606,0.0231095483039407
"img_0150","No conforme",1,0.0988094462857276,0.196322468618603,0.0988193282185494,0.0298763539392809
"img_0151","Conforme",1,0.0435888697895315,0.186579255173959,0.0435932291124428,0.0289429684268727
"img_0152","Conforme",1,0.0434289617000667,0.18930173454875,0.0434333050305697,0.0301454800953584
"img_0153","No conforme",1,0.103966557449326,0.192830496257307,0.10397695514484,0.0286238223805148
"img_0154","Conforme",1,0.0433417983786148,0.183473967851844,0.043346132991914,0.0277187974279067
"img_0155","Conforme",1,0.0433748143065806,0.165090773063106,0.0433791522218028,0.0209300931324679
"img_0156","Conforme",1,0.0435304601143558,0.186584038738888,0.0435348135957154,0.029333015872731
"img_0157","No conforme",1,0.047477834050044,0.179385693764717,0.0474825823082748,0.0238344777185776
"img_0158","No conforme",1,0.122944995641291,0.192164879243815,0.122957291370428,0.0265615788897345
"img_0159","No conforme",1.01502817783344,0.199331503803636,0.178071261648198,0.199351438947531,0.026839261079676
"img_0160","Conforme",1,0.043387275162557,0.191195518255889,0.0433916143239894,0.0313116734942267
"img_0161","Conforme",1,0.0433955592964754,0.16351778407165,0.043399899286404,0.0201969068459904
"img_0162","No conforme",1,0.0447670255469307,0.207176855770299,0.0447715026972004,0.037627103468951
"img_0163","Conforme",1,0.0432978258500055,0.200341488615642,0.0433021560656121,0.0351403490672391
"img_0164","No conforme",1,0.0955269779460594,0.20025656641651,0.0955365315992193,0.032036722573673
"img_0165","No conforme",1,0.0758320956022633,0.192062242463262,0.0758396795702203,0.0294030796185663
"img_0166","Conforme",1,0.0431861886004228,0.180946963289759,0.0431905076511879,0.0272615581916359
"img_0167","No conforme",1,0.0507406191021657,0.20041793912829,0.0507456936715328,0.0329856046788832
"img_0168","Conforme",1,0.0433560848881749,0.182887556260705,0.0433604209302679,0.0275811230648265
"img_0169","No conforme",1,0.11921634657847,0.189415445145141,0.11922826940541,0.0250644524607939
"img_0170","No conforme",1,0.0465721021357607,0.191360532321342,0.0465767598117419,0.0292293861478917
"img_0171","Conforme",1,0.0435523665691751,0.189320955846036,0.0435567222413992,0.0299067488008387
"img_0172","Conforme",1,0.0433442444425023,0.185167177670013,0.0433485793004323,0.0282910943783031
"img_0173","Conforme",1,0.043275632593271,0.194706673809925,0.0432799605893299,0.0324740974516027
"img_0174","Conforme",1,0.0434130495175735,0.193315140066731,0.0434173912566992,0.0321433439187442
"img_0175","No conforme",1,0.102809146033921,0.18845596712886,0.102819427976719,0.0265464412913603
"img_0176","No conforme",1,0.0757905826797336,0.183620073292595,0.0757981624959832,0.0255826010849897
"img_0177","No conforme",1,0.106302643746361,0.215613873586334,0.106313275073868,0.037300777534036
"img_0178","No conforme",1.01295402590805,0.209104711552307,0.176763796546416,0.209125624114719,0.0265004900045956
"img_0179","No conforme",1,0.0784070080874892,0.204286455883117,0.0784148495724465,0.0332449183205997
"img_0180","No conforme",1,0.108819416928389,0.207657209168073,0.108830299958385,0.0331651617252126
"img_0181","No conforme",1,0.0469803583021843,0.206948405222142,0.046985056807865,0.0363963509054744
"img_0182","Conforme",1,0.0435144617130464,0.183743389883907,0.0435188135944059,0.0280138310151942
"img_0183","Conforme",1,0.0436737876216536,0.172961655847871,0.0436781554371973,0.0234052400476792
"img_0184","Conforme",1,0.0434174451932501,0.182203836559454,0.0434217873719872,0.0268816224221622
"img_0185","No conforme",1.01096291805598,0.228072281896166,0.192352696756825,0.228095091405306,0.0336992257690429
"img_0186","Conforme",1,0.043628450183733,0.182299523727011,0.0436328134650795,0.0275186580343808
"img_0187","No conforme",1,0.0525590866166991,0.19184591260714,0.0525643430510042,0.0277047368128159
"img_0188","Conforme",1,0.0433923094844966,0.185071568586757,0.0433966491494116,0.0288523223338408
"img_0189","No conforme",1,0.0874835649797947,0.197101609185957,0.0874923142112158,0.02658987961713
"img_0190","Conforme",1,0.0433235436902671,0.193219156207919,0.0433278764779149,0.0321747559311811
"img_0191","No conforme",1,0.0644491688619112,0.202578177831927,0.0644556144233535,0.0327163588579963
"img_0192","Conforme",1,0.0435930531795982,0.182675003299248,0.0435974129208903,0.0278768746409697
"img_0193","No conforme",1.00460304890121,0.225370262052013,0.194171534662368,0.225392801332146,0.034377725237678
"img_0194","No conforme",1,0.0920485226384951,0.20865313536721,0.0920577284113362,0.0356255300364775
"img_0195","No conforme",1.00445240532242,0.228894912851932,0.189067067115773,0.228917804632395,0.0321399334716796
"img_0196","Conforme",1,0.0431394329983641,0.196710969760684,0.0431437473731014,0.0330399923347025
"img_0197","Conforme",1,0.0435316481823596,0.196746415120735,0.0435360017825379,0.0333377183801987
"img_0198","Conforme",1,0.0437264441445865,0.186914587946749,0.0437308172263091,0.0291214484899185
"img_0199","Conforme",1,0.0431844287197621,0.190399888599529,0.0431887475945216,0.0309054114667107
"img_0200","No conforme",1,0.109490070273032,0.202486057546868,0.109501020375069,0.0304050928990981
"img_0201","Conforme",1,0.0434168176673464,0.198193851911749,0.0434211597833247,0.034108000757554
"img_0202","No conforme",1,0.0483781945075348,0.191264309921458,0.0483830328108159,0.029954435227338
"img_0203","Conforme",1,0.0431140544045483,0.19608938074132,0.0431183662411724,0.0331028163595761
"img_0204","No conforme",1,0.095283437598912,0.204477239621389,0.0952929668956015,0.0337802388449275
"img_0205","Conforme",1,0.0433226603130897,0.187931579878485,0.0433269930123909,0.0299757953957951
"img_0206","Conforme",1,0.043367970575178,0.199769277293239,0.0433723078059586,0.0350546092313878
"img_0207","No conforme",1,0.0910422655133886,0.213570073211127,0.0910513706504537,0.0380415027034984
"img_0208","No conforme",1,0.0709012312661184,0.197305337936446,0.0709083220983282,0.0323915287331974
"img_0209","Conforme",1,0.0433859707482801,0.185602489662405,0.043390309779258,0.0291320986579446
"img_0210","Conforme",1,0.0433863447984813,0.189955699936048,0.043390683866868,0.0308795040355009
"img_0211","No conforme",1.01002405773857,0.224359343997071,0.19110271659498,0.224381782175289,0.0331026966947667
"img_0212","Conforme",1,0.0434768871929246,0.206991384315477,0.0434812353164562,0.038205144330193
"img_0213","No conforme",1.00175828722139,0.229424472833382,0.186755477811396,0.22944741757514,0.0310807204123105
"img_0214","Conforme",1,0.0431752655989036,0.20155672495304,0.0431795835572594,0.0358041895967371
"img_0215","Conforme",1,0.0434355805562657,0.185422755861801,0.0434399245487206,0.0284896781293084
"img_0216","Conforme",1,0.0435442535879622,0.19464682917869,0.043548608448807,0.0321980905689913
"img_0217","No conforme",1,0.0675125683725628,0.1891570191456,0.0675193203045933,0.0270701543291877
"img_0218","Conforme",1,0.0432848470400826,0.181686267969344,0.0432891759576783,0.0275404968620749
"img_0219","Conforme",1,0.043225942417252,0.182412633144057,0.0432302654437964,0.0274596632834042
"img_0220","Conforme",1,0.0432683533697866,0.178881309444221,0.0432726806378504,0.0261836774220187
"img_0221","Conforme",1,0.043262127792212,0.211051061421923,0.0432664544376557,0.040302449610093
"img_0222","No conforme",1,0.0997416628103657,0.188961335954921,0.0997516379741631,0.0269221289601046
"img_0223","No conforme",1,0.0996890155400373,0.199522392881603,0.0996989854385811,0.031332674668256
"img_0224","No conforme",1,0.0701596704211078,0.186034235382403,0.0701666870898167,0.027078112039005
"img_0225","Conforme",1,0.0432633772152064,0.196472658442321,0.0432677039856049,0.0330870804371554
"img_0226","Conforme",1,0.0434441535857204,0.193374692321861,0.043448498435564,0.0318720039636948
"img_0227","Conforme",1,0.0431682208993791,0.187688356415864,0.0431725381531944,0.0296982927030676
"img_0228","Conforme",1,0.0433102711149714,0.186551300641551,0.0433146025752289,0.0289651662489947
"img_0229","No conforme",1,0.101070168968907,0.198464830007579,0.101080276996607,0.031013528621898
"img_0230","Conforme",1,0.0431005122078724,0.195083999361365,0.0431048226901414,0.0328516997572955
"img_0231","No conforme",1,0.0473396707199635,0.193139039370465,0.0473444051604796,0.0301249575805664
"img_0232","Conforme",1,0.043404680970198,0.18657608051264,0.0434090218723853,0.0286697736672794
"img_0233","Conforme",1,0.0433542778975392,0.198839871100172,0.0433586137589151,0.0346329104434743
"img_0234","No conforme",1,0.047186328442484,0.179689332830879,0.0471910475472387,0.0245700573012408
"img_0235","No conforme",1,0.113965742867339,0.19417996313686,0.113977140581397,0.0270802061731675
"img_0236","No conforme",1.00207004587669,0.223925296148172,0.170964459267072,0.223947690917264,0.0251603638054343
"img_0237","Conforme",1,0.0429394569709664,0.175831130257981,0.042943751346101,0.0246664473051184
"img_0238","Conforme",1,0.0436195930755146,0.192019213815119,0.0436239554710617,0.0312140868422565
"img_0239","No conforme",1,0.0459419972134681,0.185712326276135,0.0459465918726554,0.0277860490507238
"img_0240","Conforme",1,0.0432418942532177,0.173138942667701,0.0432462188751052,0.0242057976217831
"img_0241","Conforme",1,0.0430771710018302,0.195657816182585,0.0430814791497451,0.0329366019394819
"img_0242","No conforme",1.00609299305798,0.217064357863607,0.184899431756307,0.217086066470254,0.0302611361335305
"img_0243","Conforme",1,0.0431470336529225,0.181240782896226,0.0431513487878013,0.0262992137953814
"img_0244","No conforme",1,0.0768624880639408,0.193832598358799,0.0768701750814489,0.0305608366483801
"img_0245","No conforme",1,0.0521241631747892,0.195297251474834,0.0521293761124005,0.0307627111816405
"img_0246","No conforme",1,0.112656484149299,0.209807990405096,0.112667750924392,0.0343194484755572
"img_0247","No conforme",1.00508259212198,0.218299523429889,0.197225718696853,0.218321355565446,0.0356449157355814
"img_0248","No conforme",1,0.0465269431444753,0.183352179544872,0.0465315963041057,0.0267451447071748
"img_0249","Conforme",1,0.0431489631855758,0.192984445834113,0.0431532785134271,0.0319221435187844
"img_0250","Conforme",1,0.0430570057418806,0.178764576761897,0.0430613118730679,0.0261772155223173
"img_0251","Conforme",1,0.043822385942074,0.170319502492767,0.0438267686189359,0.0225963059369255
"img_0252","No conforme",1,0.0718429945335681,0.207319323446977,0.0718501795515232,0.0368814720423082
"img_0253","Conforme",1,0.0433425396683387,0.181756211166974,0.0433468743557743,0.0275419328397863
"img_0254","Conforme",1,0.0433080081654853,0.184483756313621,0.0433123393994252,0.0273633929443359
"img_0255","Conforme",1,0.0433368881520299,0.168781046985196,0.0433412222742573,0.0218273398724724
"img_0256","Conforme",1,0.0433762752421065,0.196522414482054,0.0433806133034368,0.033424295869715
"img_0257","No conforme",1,0.0459654838866653,0.193558562360331,0.0459700808947548,0.0309605769437902
"img_0258","Conforme",1,0.0436623527798773,0.201449059904866,0.0436667194518224,0.0356966707655962
"img_0259","Conforme",1,0.0434719662433206,0.181775236785598,0.0434763138747081,0.0274115580300723
"img_0260","No conforme",1,0.103016486556014,0.193011580772614,0.103026789234938,0.0286724661254882
"img_0261","Conforme",1,0.0431728124257158,0.184692264502557,0.0431771301387297,0.0284149474559111
"img_0262","Conforme",1,0.04332340747574,0.191128289470928,0.0433277402497649,0.0313158019301469
"img_0263","Conforme",1,0.0432706260637263,0.166858149209842,0.0432749535590822,0.0217415402042164
"img_0264","Conforme",1,0.0434218533263543,0.19781690234681,0.0434261959459489,0.034114163495232
"img_0265","No conforme",1,0.0451456433803163,0.188699650810356,0.0451501583961559,0.0284168620928597
"img_0266","Conforme",1,0.0432155925681213,0.178884269085034,0.0432199145595773,0.0265190380500344
"img_0267","Conforme",1,0.0432495865307254,0.172437023472957,0.0432539119219176,0.0236919569307216
"img_0268","Conforme",1,0.0433051284045283,0.184431521701689,0.0433094593504634,0.0283059328146542
"img_0269","Conforme",1,0.0433355732986786,0.183227255249657,0.0433399072894076,0.0277591843010397
"img_0270","No conforme",1,0.115024119462084,0.193914830462872,0.115035623024386,0.0267708726411706
"img_0271","Conforme",1,0.0433410682521397,0.176041891152757,0.0433454027924189,0.0244355540556066
"img_0272","Conforme",1,0.0430926619147537,0.202448924954792,0.0430969716119149,0.0361433794986501
"img_0273","Conforme",1,0.0431085444284773,0.186903268981404,0.0431128557140487,0.0296736417523552
"img_0274","No conforme",1,0.121823128794099,0.186058461796631,0.121835312325332,0.0236838197236904
"img_0275","No conforme",1,0.109708546617853,0.192864273725174,0.10971951856971,0.0261268964700139
"img_0276","No conforme",1,0.0480061683593501,0.196703110659678,0.0480109694562957,0.0302220655732997
"img_0277","No conforme",1,0.0768093965604587,0.194674765153567,0.0768170782682855,0.0309748170560948
"img_0278","Conforme",1,0.0430061297944024,0.183618053316547,0.0430104308374861,0.0278933883846507
"img_0279","No conforme",1,0.0802052664061702,0.190804654025421,0.0802132877349437,0.0295640886194566
"img_0280","No conforme",1,0.0781003374585882,0.183631474799649,0.0781081482734155,0.0259666054579791
"img_0281","Conforme",1,0.0432538610151322,0.20061105552062,0.0432581868338156,0.0353099739343979
"img_0282","Conforme",1,0.0434705524197487,0.19503168160239,0.0434748999097397,0.0328384169634651
"img_0283","Conforme",1,0.0432608486605725,0.181274905752588,0.0432651751780904,0.0269220691276999
"img_0284","Conforme",1,0.0432505584051083,0.188145870436199,0.0432548838934976,0.030026712772145
"img_0285","No conforme",1.01075764561242,0.216733372671878,0.180973948845064,0.216755048176696,0.0285469377405504
"img_0286","No conforme",1,0.105143985172606,0.190588394032122,0.105154500622668,0.0277355505012064
"img_0287","Conforme",1,0.0432627836736864,0.196486117105364,0.0432671103847249,0.0335170959293141
"img_0288","Conforme",1,0.0435075446741524,0.184050765711762,0.0435118958637387,0.0285719476856905
"img_0289","Conforme",1,0.0432871031894418,0.191029820574003,0.0432914323326751,0.0308562292300953
