"imagen_id","respuesta","cara_peor","brillo_medio","contraste_global","area_objeto","rugosidad_superficial","variacion_color_verde"
"img_0028","Conforme",1,0.943721739807129,0.124256811228554,11319,0.0432186394548637,0.0432229617510388
"img_0029","Conforme",1,0.95275679190243,0.115577227184513,9514,0.0432148409466274,0.0432191628629137
"img_0030","Conforme",1,0.956971206988166,0.111293059412594,8640,0.0435700460559832,0.0435744034963328
"img_0031","No conforme",1,0.947176103856704,0.125739121510475,10345,0.0787843269186047,0.0787922061392186
"img_0032","Conforme",1,0.95337180918974,0.115069945627904,9372,0.0432411646574162,0.0432454892063369
"img_0033","Conforme",1,0.948927338508157,0.119505299857452,10268,0.0434892770535506,0.0434936264161922
"img_0034","No conforme",1,0.938016181532916,0.131379384164091,12139,0.0473138863759175,0.0473186182377413
"img_0035","Conforme",1,0.949165291981417,0.11925530930318,10220,0.043104474378689,0.0431087852572147
"img_0036","No conforme",1,0.926017271441291,0.140876501985032,14428,0.0481228329407991,0.0481276457053696
"img_0037","No conforme",0,0.900727490144617,0.200713882004484,13013,0.0544530870745002,0.054458532927793
"img_0038","No conforme",1,0.943270723140941,0.12532021738629,11320,0.044752674922507,0.0447571506375708
"img_0039","No conforme",1,0.945784701286765,0.129965930252515,10240,0.0830335448262975,0.0830418490111986
"img_0040","Conforme",1,0.943693080085306,0.12411671213406,11356,0.0437705607778959,0.0437749382717231
"img_0041","No conforme",2,0.904839292656394,0.183258951458732,18848,0.229241950788087,0.229264877275815
"img_0042","No conforme",1,0.946762841437845,0.126184396658002,10417,0.0786079676710707,0.0786158292539961
"img_0043","Conforme",1,0.948738567271513,0.119822560937353,10281,0.0429658961795938,0.0429701931989137
"img_0044","Conforme",1,0.957331039069681,0.110772348197655,8580,0.0429145895094735,0.0429188813976132
"img_0045","No conforme",2,0.898405215023265,0.2009027671145,13469,0.0512644491304433,0.0512695760880522
"img_0046","Conforme",1,0.95367318501192,0.114799246337476,9306,0.0433389644807558,0.0433432988106369
"img_0047","Conforme",1,0.948551890169031,0.119750312315304,10360,0.0433894614929318,0.0433938008730191
"img_0048","Conforme",1,0.943528062313304,0.124412599129763,11360,0.0431894842390702,0.0431938036194321
"img_0049","No conforme",0,0.900145081517837,0.183927554124774,19708,0.220106340921955,0.22012835375733
"img_0050","No conforme",1,0.936946677299948,0.133158116729343,12479,0.06801527290952,0.0680220751170317
"img_0051","No conforme",2,0.911412899457146,0.192464715216505,11542,0.0484370423030786,0.0484418864917278
"img_0052","Conforme",1,0.937230881221996,0.129609828010372,12640,0.0433817856723778,0.0433861242848063
"img_0053","No conforme",2,0.887251437647202,0.210136439295972,14784,0.051323561214933,0.0513286940843414
"img_0054","No conforme",1,0.944429257992015,0.132939023402136,10553,0.100948076913646,0.100958172730919
"img_0055","Conforme",1,0.945648223571777,0.122538696596044,10934,0.0436278255898848,0.0436321888087657
"img_0056","No conforme",1,0.93721598295324,0.130240371569422,12559,0.0449742021130785,0.0449786999830768
"img_0057","No conforme",1,0.941141287859748,0.130666675054973,11477,0.0680599889016068,0.0680667955811649
"img_0058","Conforme",1,0.948154423504998,0.120202869681164,10428,0.0433064752897754,0.0433108063704124
"img_0059","Conforme",1,0.936856330368939,0.129875366861258,12719,0.0432379721234449,0.0432422963530802
"img_0060","No conforme",1,0.943209454758588,0.129315763474574,11125,0.0769059907622562,0.0769136821304692
"img_0061","Conforme",1,0.951197379940257,0.117358809378445,9800,0.0434902995943263,0.0434946490592323
"img_0062","Conforme",1,0.949247800867417,0.119076812536974,10220,0.0433075766537279,0.0433119078445124
"img_0063","No conforme",1,0.941864063307818,0.135133655508473,10880,0.0898701357144288,0.0898791236267915
"img_0064","Conforme",1,0.945807317935719,0.122252419701539,10920,0.0432077806331202,0.0432121018433046
"img_0065","Conforme",1,0.954183555423512,0.114297076367837,9198,0.0432377227169383,0.0432420469216304
"img_0066","No conforme",2,0.895577894574334,0.18886738004961,20055,0.221020298658936,0.221042402899226
"img_0067","Conforme",1,0.943278262023926,0.124701320208074,11400,0.0432607844373983,0.0432651109484932
"img_0068","No conforme",1,0.93828255539838,0.136070992953484,11704,0.0767626259577569,0.0767703029880557
"img_0069","No conforme",1,0.946021817106359,0.12683999617102,10567,0.078266983769746,0.078274811250871
"img_0070","No conforme",1,0.945532148706773,0.133449099976276,10004,0.0957875883459278,0.095797168062734
"img_0071","No conforme",1,0.945442160770192,0.13248714523444,10117,0.0920278139911899,0.0920370176929592
"img_0072","Conforme",1,0.951157411893957,0.117352681369734,9815,0.0435102271697126,0.0435145786275754
"img_0073","Conforme",1,0.952727174862132,0.115847703905855,9486,0.0433503812519515,0.0433547167236239
"img_0074","No conforme",2,0.90247974194695,0.173984846629401,20004,0.201569895075377,0.201590054080785
"img_0075","Conforme",1,0.952281662777171,0.116223543187719,9588,0.0434623241932864,0.0434666708603724
"img_0076","Conforme",1,0.943383387558881,0.124569444918665,11388,0.0435658312307983,0.0435701882496233
"img_0077","Conforme",1,0.948838248057646,0.11942577726816,10309,0.0432746996417823,0.0432790275445368
"img_0078","No conforme",2,0.879153361008588,0.205555024280894,21587,0.225655309736483,0.225677877524235
"img_0079","Conforme",1,0.948613996205049,0.119638762170247,10354,0.04322686446602,0.0432311875847785
"img_0080","Conforme",1,0.95204729924819,0.11642624645514,9639,0.0433008467083302,0.0433051772260528
"img_0081","No conforme",2,0.912184797309427,0.174908266295416,18117,0.227121263824427,0.22714397822225
"img_0082","Conforme",1,0.949059927116843,0.119321897111696,10248,0.0432859122575092,0.0432902412816374
"img_0083","Conforme",1,0.944272975751091,0.123704879453003,11220,0.0434269587251864,0.0434313018553719
"img_0084","No conforme",2,0.908759631473317,0.178390499098126,18465,0.227009991351327,0.227032694620789
"img_0085","No conforme",1,0.951066406806497,0.126869906904815,9261,0.10657378267055,0.106584441114662
"img_0086","No conforme",1,0.941756185482249,0.130465484977344,11431,0.0764558308038192,0.0764634771515343
"img_0087","Conforme",1,0.95673265519086,0.111453511042999,8700,0.0432429613782858,0.0432472861068965
"img_0088","Conforme",1,0.95563281592874,0.112524491487924,8940,0.043333912017701,0.0433382458422852
"img_0089","No conforme",1,0.940012370048972,0.14053570988037,11175,0.116226762078246,0.116238385916838
"img_0090","No conforme",1,0.924133208851534,0.14199426256417,14816,0.0475022667492086,0.0475070174509537
"img_0091","Conforme",1,0.937222026026109,0.12963365585686,12636,0.0430938268597107,0.043098136673378
"img_0092","No conforme",1,0.932765588863597,0.143362822520778,12541,0.0887473868037411,0.0887562624299841
"img_0093","Conforme",1,0.942837297201717,0.125068743444059,11492,0.0433225726356064,0.043326905326139
"img_0094","Conforme",1,0.952310501996208,0.116147940764202,9588,0.0433405947522017,0.0433449292451262
"img_0095","Conforme",1,0.938109579916561,0.128789650070984,12480,0.0431713519686672,0.0431756695356207
"img_0096","No conforme",2,0.899166283210306,0.186615414923989,19683,0.223951454398674,0.223973851783852
"img_0097","Conforme",1,0.954295322355383,0.114030553968091,9198,0.0433745173875563,0.0433788552730836
"img_0098","Conforme",1,0.938777010390338,0.128388558064533,12324,0.0432761996584575,0.0432805277112286
"img_0099","No conforme",0,0.902854831291647,0.177904387523746,19733,0.212107285608319,0.212128498458165
"img_0100","No conforme",0,0.88501346638399,0.195637082444922,21446,0.215035130125859,0.215056635789438
"img_0101","Conforme",1,0.940263666148466,0.127249014565282,12012,0.043372610203872,0.0433769478986618
"img_0102","Conforme",1,0.943394755715763,0.124711220347113,11360,0.0433649185043342,0.0433692554298772
"img_0103","No conforme",1,0.942621481718175,0.129673797166769,11265,0.0766233803001753,0.0766310434045158
"img_0104","Conforme",1,0.952326716577866,0.116026423511449,9600,0.0433235882573262,0.0433279210494311
"img_0105","No conforme",1,0.938681158878102,0.141552361645992,11438,0.115079496398828,0.115091005499378
"img_0106","Conforme",1,0.947078098377901,0.12123785134686,10640,0.043194115818381,0.0431984356619472
"img_0107","No conforme",0,0.907535939133588,0.176162049342943,18976,0.219174630336694,0.219196549991693
"img_0108","Conforme",1,0.941595116648954,0.125877110354473,11786,0.0435837935318249,0.0435881523470596
"img_0109","Conforme",1,0.946415873323328,0.121670991523026,10800,0.0430864523699682,0.0430907614461128
"img_0110","No conforme",1,0.939715182495117,0.132240384400403,11818,0.0753116145109215,0.0753191464255641
"img_0111","Conforme",1,0.953897137702493,0.114432372961052,9280,0.0433142792914982,0.0433186111526134
"img_0112","Conforme",1,0.946626483387667,0.121516600688103,10752,0.0431489875576545,0.0431533028879433
"img_0113","Conforme",1,0.946270480580049,0.12193647273782,10812,0.0434209660354651,0.0434253085663218
"img_0114","Conforme",1,0.941103234450396,0.126531496401412,11840,0.0428531854954746,0.0428574712425989
"img_0115","No conforme",1,0.940277607098748,0.128426547930767,11844,0.0457440446002525,0.0457486194621987
"img_0116","No conforme",1,0.94993000994514,0.120223146948186,9916,0.0543815725476315,0.0543870112487564
"img_0117","Conforme",1,0.948848958058077,0.119677165065115,10268,0.043346972117395,0.0433513072481198
"img_0118","No conforme",1,0.941875491297105,0.126874815253937,11551,0.0452976631336233,0.0453021933529586
"img_0119","Conforme",1,0.945249979086483,0.122809518082444,11026,0.0433928729299314,0.0433972126511965
"img_0120","Conforme",1,0.935231701085708,0.131217748425374,13035,0.0433682600415759,0.043372597301306
"img_0121","Conforme",1,0.937119353619744,0.129922852879261,12628,0.043597449622536,0.0436018098035163
"img_0122","Conforme",1,0.952209145902746,0.116037574601076,9638,0.0431235152690358,0.043127828051841
"img_0123","No conforme",2,0.899472266127642,0.183950725653512,19859,0.219005735105122,0.219027637868909
"img_0124","Conforme",1,0.943052095534381,0.124736429996375,11473,0.0434593230099323,0.04346366937687
"img_0125","Conforme",1,0.952887346209358,0.115558648019321,9472,0.0433569056741422,0.0433612417983221
"img_0126","No conforme",2,0.89245960914163,0.193127851216281,20408,0.22505640944536,0.225078917337094
"img_0127","No conforme",1,0.933007491275563,0.141260817186205,12919,0.0936828951246752,0.0936922643511103
"img_0128","No conforme",1,0.941901279063505,0.134758445179446,11105,0.0993294800420748,0.0993394139834732
"img_0129","Conforme",1,0.939405011309455,0.127916971267789,12191,0.0433005168411682,0.0433048473259007
"img_0130","Conforme",1,0.942568230878045,0.125296299107974,11550,0.0436286077085406,0.0436329710056412
"img_0131","No conforme",0,0.881982416597254,0.203491973328838,21272,0.226529967268655,0.226552622530908
"img_0132","Conforme",1,0.949972371287626,0.118443912201688,10064,0.0433684433314766,0.0433727806095376
"img_0133","Conforme",1,0.937230043568331,0.129591097181922,12640,0.0430642195701837,0.043068526422826
"img_0134","No conforme",1,0.94571374005486,0.129980433552977,10269,0.0835044212177752,0.0835127724950247
"img_0135","Conforme",1,0.945493736302993,0.122494770137412,10988,0.0430104502505879,0.0430147517257605
"img_0136","Conforme",1,0.947798121535357,0.120542613427093,10500,0.0433913110502651,0.0433956506153266
"img_0137","Conforme",1,0.947741819242589,0.120543036536948,10519,0.0433523819554205,0.0433567176271832
"img_0138","Conforme",1,0.943683686397777,0.124320531712492,11322,0.0432263840218231,0.0432307070925324
"img_0139","Conforme",1,0.949293632489373,0.119062514016056,10206,0.0432769382892555,0.0432812664158971
"img_0140","Conforme",1,0.937019732666016,0.129801854763352,12675,0.0430514971065601,0.0430558026868287
"img_0141","Conforme",1,0.944314499439913,0.123620328471025,11218,0.0433113882042829,0.0433157197762605
"img_0142","No conforme",2,0.905807859622731,0.179231048150241,18899,0.221635303632759,0.221657469379697
"img_0143","No conforme",0,0.900412951193417,0.184654219997453,19514,0.222109966956581,0.222132180174598
"img_0144","Conforme",1,0.935274002595789,0.131086468017438,13040,0.0431068222748112,0.04311113338815
"img_0145","No conforme",1,0.942350560589959,0.138657622743373,10719,0.118289805734943,0.118301635898532
"img_0146","Conforme",1,0.949639164626177,0.118644924048223,10150,0.0434102573301936,0.0434145987900726
"img_0147","Conforme",1,0.945344753615435,0.12275960659742,10998,0.0430258211861683,0.0430301241985882
"img_0148","No conforme",1,0.947461923253676,0.121724561988181,10458,0.0458085343839964,0.0458131156955659
"img_0149","No conforme",2,0.914349773038976,0.167818673406173,18149,0.214201360607772,0.21422278288606
"img_0150","No conforme",1,0.941315998481302,0.135184708713399,11227,0.0988094462857276,0.0988193282185494
"img_0151","Conforme",1,0.945910349336512,0.122454701011699,10857,0.0435888697895315,0.0435932291124428
"img_0152","Conforme",1,0.943867970204073,0.124093002142245,11297,0.0434289617000667,0.0434333050305697
"img_0153","No conforme",1,0.948198460154814,0.129541232687536,9823,0.103966557449326,0.10397695514484
"img_0154","Conforme",1,0.945492778984519,0.122516459242025,10988,0.0433417983786148,0.043346132991914
"img_0155","Conforme",1,0.954245481962316,0.114027807428822,9216,0.0433748143065806,0.0433791522218028
"img_0156","Conforme",1,0.949211003938563,0.119174196718819,10220,0.0435304601143558,0.0435348135957154
"img_0157","No conforme",1,0.939807862889907,0.129470680245439,11853,0.047477834050044,0.0474825823082748
"img_0158","No conforme",1,0.947197464025161,0.134889236168858,9718,0.122944995641291,0.122957291370428
"img_0159","No conforme",0,0.896405257065717,0.178071261648198,21073,0.199331503803636,0.199351438947531
"img_0160","Conforme",1,0.948961323313993,0.119414831461904,10269,0.043387275162557,0.0433916143239894
"img_0161","Conforme",1,0.954063292290183,0.114321964365396,9238,0.0433955592964754,0.043399899286404
"img_0162","No conforme",1,0.930726380848604,0.135288890629557,13836,0.0447670255469307,0.0447715026972004
"img_0163","Conforme",1,0.941821223306095,0.125895327077121,11704,0.0432978258500055,0.0433021560656121
"img_0164","No conforme",1,0.943164759952321,0.132924240587716,10890,0.0955269779460594,0.0955365315992193
"img_0165","No conforme",1,0.940562469177246,0.131542288000003,11653,0.0758320956022633,0.0758396795702203
"img_0166","Conforme",1,0.953401426230038,0.114995224432434,9372,0.0431861886004228,0.0431905076511879
"img_0167","No conforme",2,0.903719648868336,0.20041793912829,12390,0.0507406191021657,0.0507456936715328
"img_0168","Conforme",1,0.947987012436811,0.120388525313131,10458,0.0433560848881749,0.0433604209302679
"img_0169","No conforme",1,0.943883885623707,0.137510813477351,10389,0.11921634657847,0.11922826940541
"img_0170","No conforme",1,0.938428725962919,0.130645978578012,12112,0.0465721021357607,0.0465767598117419
"img_0171","Conforme",1,0.941417354574764,0.126282067288648,11781,0.0435523665691751,0.0435567222413992
"img_0172","Conforme",1,0.944505484475528,0.123545218096497,11165,0.0433442444425023,0.0433485793004323
"img_0173","Conforme",1,0.942001259011661,0.125782517237037,11661,0.043275632593271,0.0432799605893299
"img_0174","Conforme",1,0.947366909395106,0.120953964728232,10586,0.0434130495175735,0.0434173912566992
"img_0175","No conforme",1,0.946717129480698,0.130895257012051,10112,0.102809146033921,0.102819427976719
"img_0176","No conforme",1,0.940804431421616,0.131082182074793,11645,0.0757905826797336,0.0757981624959832
"img_0177","No conforme",1,0.926344853856704,0.149818791764734,13930,0.106302643746361,0.106313275073868
"img_0178","No conforme",0,0.902838856039608,0.176763796546416,19685,0.209104711552307,0.209125624114719
"img_0179","No conforme",1,0.93593568915872,0.137671072053563,12246,0.0784070080874892,0.0784148495724465
"img_0180","No conforme",1,0.930136373506434,0.147388463945621,13175,0.108819416928389,0.108830299958385
"img_0181","No conforme",1,0.931252846177045,0.136233017456069,13536,0.0469803583021843,0.046985056807865
"img_0182","Conforme",1,0.948460585919548,0.119926322847022,10366,0.0435144617130464,0.0435188135944059
"img_0183","Conforme",1,0.949099835330739,0.119305346220415,10240,0.0436737876216536,0.0436781554371973
"img_0184","Conforme",1,0.943943718028349,0.124036521868407,11280,0.0434174451932501,0.0434217873719872
"img_0185","No conforme",2,0.895100491817699,0.192352696756825,19794,0.228072281896166,0.228095091405306
"img_0186","Conforme",1,0.950570276507209,0.117976440734827,9928,0.043628450183733,0.0436328134650795
"img_0187","No conforme",2,0.908418826096479,0.19184591260714,12282,0.0525590866166991,0.0525643430510042
"img_0188","Conforme",1,0.952683257877125,0.11583201685033,9504,0.0433923094844966,0.0433966491494116
"img_0189","No conforme",1,0.935358426118738,0.142672268737629,11796,0.0874835649797947,0.0874923142112158
"img_0190","Conforme",1,0.947951771150477,0.120335019941048,10478,0.0433235436902671,0.0433278764779149
"img_0191","No conforme",1,0.936798113439223,0.135297613135049,12127,0.0644491688619112,0.0644556144233535
"img_0192","Conforme",1,0.951531783249799,0.116845064462117,9760,0.0435930531795982,0.0435974129208903
"img_0193","No conforme",0,0.892023071917366,0.194171534662368,20204,0.225370262052013,0.225392801332146
"img_0194","No conforme",1,0.929845588019876,0.143374730691257,13565,0.0920485226384951,0.0920577284113362
"img_0195","No conforme",0,0.898465765416762,0.189067067115773,19626,0.228894912851932,0.228917804632395
"img_0196","Conforme",1,0.935167800077551,0.131299387615602,13040,0.0431394329983641,0.0431437473731014
"img_0197","Conforme",1,0.938061295166016,0.128911211164224,12480,0.0435316481823596,0.0435360017825379
"img_0198","Conforme",1,0.944853948400161,0.123248792954642,11096,0.0437264441445865,0.0437308172263091
"img_0199","Conforme",1,0.947228217881147,0.120991271681758,10626,0.0431844287197621,0.0431887475945216
"img_0200","No conforme",1,0.931051988794663,0.146896481644352,12973,0.109490070273032,0.109501020375069
"img_0201","Conforme",1,0.9396337505924,0.127642623066164,12160,0.0434168176673464,0.0434211597833247
"img_0202","No conforme",1,0.94524878243839,0.124526326503779,10810,0.0483781945075348,0.0483830328108159
"img_0203","Conforme",1,0.940330917771283,0.127092451076277,12012,0.0431140544045483,0.0431183662411724
"img_0204","No conforme",1,0.938989654756434,0.136636332848077,11714,0.095283437598912,0.0952929668956015
"img_0205","Conforme",1,0.949942694414924,0.118436736722793,10075,0.0433226603130897,0.0433269930123909
"img_0206","Conforme",1,0.943202334702436,0.124522046832971,11455,0.043367970575178,0.0433723078059586
"img_0207","No conforme",1,0.929355321296243,0.143824956491704,13624,0.0910422655133886,0.0910513706504537
"img_0208","No conforme",1,0.942914361338896,0.12861822117168,11244,0.0709012312661184,0.0709083220983282
"img_0209","Conforme",1,0.951700390966079,0.116650906366791,9728,0.0433859707482801,0.043390309779258
"img_0210","Conforme",1,0.949710066025678,0.118599371899269,10132,0.0433863447984813,0.043390683866868
"img_0211","No conforme",0,0.894487807994169,0.19110271659498,20152,0.224359343997071,0.224381782175289
"img_0212","Conforme",1,0.938071586339614,0.129070871463986,12450,0.0434768871929246,0.0434812353164562
"img_0213","No conforme",0,0.901243963461483,0.186755477811396,19371,0.229424472833382,0.22944741757514
"img_0214","Conforme",1,0.940062389939252,0.12718982395248,12087,0.0431752655989036,0.0431795835572594
"img_0215","Conforme",1,0.945924828778435,0.122342094089397,10868,0.0434355805562657,0.0434399245487206
"img_0216","Conforme",1,0.937620031181784,0.129375347317309,12551,0.0435442535879622,0.043548608448807
"img_0217","No conforme",1,0.942796192339729,0.130312079944235,10971,0.0675125683725628,0.0675193203045933
"img_0218","Conforme",1,0.952335930768181,0.116002291708182,9600,0.0432848470400826,0.0432891759576783
"img_0219","Conforme",1,0.948332006081974,0.119978588664239,10400,0.043225942417252,0.0432302654437964
"img_0220","Conforme",1,0.951863254771513,0.116692447171922,9664,0.0432683533697866,0.0432726806378504
"img_0221","Conforme",1,0.933287447096881,0.132662915016009,13430,0.043262127792212,0.0432664544376557
"img_0222","No conforme",1,0.944929875721651,0.131826887403191,10533,0.0997416628103657,0.0997516379741631
"img_0223","No conforme",1,0.94258905255486,0.134309522071315,10947,0.0996890155400373,0.0996989854385811
"img_0224","No conforme",1,0.941387318707634,0.129763383503874,11570,0.0701596704211078,0.0701666870898167
"img_0225","Conforme",1,0.937381778546502,0.129540984258822,12600,0.0432633772152064,0.0432677039856049
"img_0226","Conforme",1,0.943956701660156,0.124221058528128,11247,0.0434441535857204,0.043448498435564
"img_0227","Conforme",1,0.947437930459415,0.120825516681442,10579,0.0431682208993791,0.0431725381531944
"img_0228","Conforme",1,0.943838891655417,0.123989535391207,11322,0.0433102711149714,0.0433146025752289
"img_0229","No conforme",1,0.944570282969755,0.132573066371015,10565,0.101070168968907,0.101080276996607
"img_0230","Conforme",1,0.946985836809944,0.121374329851005,10650,0.0431005122078724,0.0431048226901414
"img_0231","No conforme",1,0.938685347146427,0.130391851856505,12076,0.0473396707199635,0.0473444051604796
"img_0232","Conforme",1,0.94127279948515,0.126295816482368,11826,0.043404680970198,0.0434090218723853
"img_0233","Conforme",1,0.943245354201373,0.124473041685453,11448,0.0433542778975392,0.0433586137589151
"img_0234","No conforme",1,0.942291565838982,0.126988703504564,11413,0.047186328442484,0.0471910475472387
"img_0235","No conforme",1,0.939432055556353,0.140553810874693,11320,0.113965742867339,0.113977140581397
"img_0236","No conforme",0,0.914787925738166,0.170964459267072,17884,0.223925296148172,0.223947690917264
"img_0237","Conforme",1,0.94952937216366,0.118918970216041,10143,0.0429394569709664,0.042943751346101
"img_0238","Conforme",1,0.940743821195715,0.126740017187498,11935,0.0436195930755146,0.0436239554710617
"img_0239","No conforme",1,0.945055224609375,0.12421162737013,10900,0.0459419972134681,0.0459465918726554
"img_0240","Conforme",1,0.954414089678596,0.113885057530264,9176,0.0432418942532177,0.0432462188751052
"img_0241","Conforme",1,0.940482293755026,0.126923332291729,11988,0.0430771710018302,0.0430814791497451
"img_0242","No conforme",2,0.897869296174891,0.184899431756307,20043,0.217064357863607,0.217086066470254
"img_0243","Conforme",1,0.943609015556784,0.124464677061349,11324,0.0431470336529225,0.0431513487878013
"img_0244","No conforme",1,0.943086558999454,0.12926983556652,11174,0.0768624880639408,0.0768701750814489
"img_0245","No conforme",2,0.910061764095531,0.195297251474834,11566,0.0521241631747892,0.0521293761124005
"img_0246","No conforme",1,0.935829187478458,0.143642124827571,12003,0.112656484149299,0.112667750924392
"img_0247","No conforme",2,0.884988875265682,0.197225718696853,21324,0.218299523429889,0.218321355565446
"img_0248","No conforme",1,0.949328813943302,0.120746291993486,9972,0.0465269431444753,0.0465315963041057
"img_0249","Conforme",1,0.944308695696662,0.123610456013752,11220,0.0431489631855758,0.0431532785134271
"img_0250","Conforme",1,0.95103008853688,0.117323600973887,9860,0.0430570057418806,0.0430613118730679
"img_0251","Conforme",1,0.951707271692612,0.116835128390166,9702,0.043822385942074,0.0438267686189359
"img_0252","No conforme",1,0.935759004067814,0.134762502018281,12672,0.0718429945335681,0.0718501795515232
"img_0253","Conforme",1,0.951858169017119,0.116470687269923,9699,0.0433425396683387,0.0433468743557743
"img_0254","Conforme",1,0.938940472519818,0.128301120656211,12284,0.0433080081654853,0.0433123393994252
"img_0255","Conforme",1,0.949997859892004,0.11827608809515,10080,0.0433368881520299,0.0433412222742573
"img_0256","Conforme",1,0.941304749989229,0.126201661908266,11830,0.0433762752421065,0.0433806133034368
"img_0257","No conforme",1,0.93987661032284,0.128688009901497,11938,0.0459654838866653,0.0459700808947548
"img_0258","Conforme",1,0.942054629516601,0.125673917668329,11664,0.0436623527798773,0.0436667194518224
"img_0259","Conforme",1,0.951844228066837,0.116694382397384,9672,0.0434719662433206,0.0434763138747081
"img_0260","No conforme",1,0.946993016698501,0.130545031993468,10074,0.103016486556014,0.103026789234938
"img_0261","Conforme",1,0.946462901593377,0.121545347092337,10804,0.0431728124257158,0.0431771301387297
"img_0262","Conforme",1,0.949396065566119,0.118975255395634,10184,0.04332340747574,0.0433277402497649
"img_0263","Conforme",1,0.955027670988195,0.113239018793218,9052,0.0432706260637263,0.0432749535590822
"img_0264","Conforme",1,0.944535999001896,0.123457606828971,11169,0.0434218533263543,0.0434261959459489
"img_0265","No conforme",1,0.934800847939884,0.132404148824457,13000,0.0451456433803163,0.0451501583961559
"img_0266","Conforme",1,0.954674300806382,0.113675488206692,9114,0.0432155925681213,0.0432199145595773
"img_0267","Conforme",1,0.952571191783232,0.115792071394064,9548,0.0432495865307254,0.0432539119219176
"img_0268","Conforme",1,0.949277836734547,0.119247010918955,10184,0.0433051284045283,0.0433094593504634
"img_0269","Conforme",1,0.947983841319365,0.120348452227622,10465,0.0433355732986786,0.0433399072894076
"img_0270","No conforme",1,0.938808123240751,0.141355703781473,11426,0.115024119462084,0.115035623024386
"img_0271","Conforme",1,0.946308354492187,0.121821517387668,10816,0.0433410682521397,0.0433454027924189
"img_0272","Conforme",1,0.940094340443331,0.127273405269314,12062,0.0430926619147537,0.0430969716119149
"img_0273","Conforme",1,0.951506892969468,0.116823049959091,9768,0.0431085444284773,0.0431128557140487
"img_0274","No conforme",1,0.94615099526798,0.135837249135331,9915,0.121823128794099,0.121835312325332
"img_0275","No conforme",1,0.934831721460679,0.143591745511098,12279,0.109708546617853,0.10971951856971
"img_0276","No conforme",1,0.929114495867561,0.138841343645915,13796,0.0480061683593501,0.0480109694562957
"img_0277","No conforme",1,0.942665279038373,0.129568636070513,11270,0.0768093965604587,0.0768170782682855
"img_0278","Conforme",1,0.946774688253964,0.121352642575541,10725,0.0430061297944024,0.0430104308374861
"img_0279","No conforme",1,0.949784677034266,0.123377137751103,9815,0.0802052664061702,0.0802132877349437
"img_0280","No conforme",1,0.945426065853343,0.127438650689518,10677,0.0781003374585882,0.0781081482734155
