"imagen_id_foto","respuesta_global","brillo_medio","contraste_global","area_objeto","rugosidad_superficial","variacion_color_verde"
"img_0020-2","No conforme",0.903816457699046,0.198835001567928,12529,0.0499170290305846,0.0499220212327079
"img_0021-0","No conforme",0.889240565939511,0.194511018584654,20806,0.221254752729749,0.22127688041779
"img_0021-1","No conforme",0.923959994040096,0.124300135448285,20757,0.133830584357765,0.13384396875464
"img_0021-2","No conforme",0.887692222972197,0.198611859195147,20571,0.225774480896709,0.22579706060277
"img_0022-0","Conforme",0.907990126917222,0.193063444824998,12160,0.032267692046337,0.0322709191382509
"img_0022-1","Conforme",0.939569849584243,0.127758613227272,12160,0.0431551588339007,0.0431594747813788
"img_0022-2","Conforme",0.903337559132295,0.202741517899248,12160,0.0306861996713148,0.0306892685981746
"img_0023-0","Conforme",0.91089899893368,0.191479276981785,11692,0.0322157306298487,0.0322189525251012
"img_0023-1","Conforme",0.941971402641745,0.12565882991296,11692,0.043407630453652,0.043411971650817
"img_0023-2","Conforme",0.90662421295166,0.200587955170556,11692,0.0306841241510863,0.0306871928703733
"img_0024-0","Conforme",0.92652734269086,0.176853266816521,9664,0.0320922782562015,0.032095487804982
"img_0024-1","Conforme",0.952017203548656,0.116318323403044,9664,0.0431270100408877,0.043131323173205
"img_0024-2","Conforme",0.92260562772863,0.186219870422631,9664,0.030421814960958,0.0304248574467026
"img_0025-0","Conforme",0.924114900135713,0.175502161558453,10350,0.0334737323085036,0.0334770800165053
"img_0025-1","Conforme",0.948692077493107,0.119498573005712,10350,0.0434334482706678,0.0434377920498728
"img_0025-2","Conforme",0.924227684218463,0.175242889277987,10350,0.0334873256126428,0.0334906746801108
"img_0026-0","No conforme",0.900172125764734,0.181129512628322,19834,0.212735658451449,0.212756934144864
"img_0026-1","No conforme",0.928372992876838,0.120506738639748,19936,0.134312012200607,0.134325444745082
"img_0026-2","No conforme",0.894347022346048,0.193094293359921,19978,0.22835182974538,0.228374667212101
"img_0027-0","Conforme",0.930559388607249,0.168338229125294,9555,0.0338891777024055,0.0338925669591014
"img_0027-1","Conforme",0.952516504965389,0.115893633501455,9555,0.0435851847837424,0.0435895437381162
"img_0027-2","Conforme",0.929597762199851,0.170645953522993,9555,0.0334330343168935,0.0334363779546889
"img_0028-0","Conforme",0.916163891547708,0.183778609394383,11319,0.0330353925919777,0.0330386964616239
"img_0028-1","Conforme",0.943721739807129,0.124256811228554,11319,0.0432186394548637,0.0432229617510388
"img_0028-2","Conforme",0.915425380177217,0.18538219405925,11319,0.0327663245121443,0.0327696014722916
"img_0029-0","Conforme",0.930034538753734,0.170007250494893,9514,0.0331784483214942,0.033181766498144
"img_0029-1","Conforme",0.95275679190243,0.115577227184513,9514,0.0432148409466274,0.0432191628629137
"img_0029-2","Conforme",0.926186836476045,0.179275109211312,9514,0.0314768612015618,0.0314800092024821
"img_0030-0","Conforme",0.931625422560748,0.175569590540679,8640,0.0311502370016302,0.0311533523368638
"img_0030-1","Conforme",0.956971206988166,0.111293059412594,8640,0.0435700460559832,0.0435744034963328
"img_0030-2","Conforme",0.935206750972972,0.166442890322202,8640,0.0328657996596122,0.032869086568269
"img_0031-0","No conforme",0.916262555182962,0.194152921983577,10345,0.0487418734090985,0.0487467480839069
"img_0031-1","No conforme",0.947176103856704,0.125739121510475,10345,0.0787843269186047,0.0787922061392186
"img_0031-2","No conforme",0.916551605529785,0.193500067935124,10345,0.0490290161343024,0.049033919526255
"img_0032-0","Conforme",0.929406896829044,0.173006753747147,9372,0.0325254481240938,0.0325287009941932
"img_0032-1","Conforme",0.95337180918974,0.115069945627904,9372,0.0432411646574162,0.0432454892063369
"img_0032-2","Conforme",0.926955084551643,0.178965871905415,9372,0.0314172531986081,0.0314203952381319
"img_0033-0","Conforme",0.922887737516515,0.179142713312562,10268,0.0327793690818113,0.032782647346546
"img_0033-1","Conforme",0.948927338508157,0.119505299857452,10268,0.0434892770535506,0.0434936264161922
"img_0033-2","Conforme",0.919982575109145,0.18583387408034,10268,0.0316037982683076,0.031606958964204
"img_0034-0","No conforme",0.907324371750775,0.195212631625817,12139,0.0469701073622304,0.0469748048427147
"img_0034-1","No conforme",0.938016181532916,0.131379384164091,12139,0.0473138863759175,0.0473186182377413
"img_0034-2","No conforme",0.913857831008013,0.181264369533897,12139,0.0396281027408223,0.0396320659474171
"img_0035-0","Conforme",0.924889550278607,0.175002468116348,10220,0.033160390055129,0.0331637064257716
"img_0035-1","Conforme",0.949165291981417,0.11925530930318,10220,0.043104474378689,0.0431087852572147
"img_0035-2","Conforme",0.922851598744112,0.179706369065013,10220,0.0322992554184715,0.0323024856670382
"img_0036-0","No conforme",0.89416297786937,0.200116697994851,14428,0.0448228511990088,0.044827333932402
"img_0036-1","No conforme",0.926017271441291,0.140876501985032,14428,0.0481228329407991,0.0481276457053696
"img_0036-2","No conforme",0.897473085991354,0.193744280843826,14428,0.0411772600220468,0.0411813781598628
"img_0037-0","No conforme",0.900727490144617,0.200713882004484,13013,0.0544530870745002,0.054458532927793
"img_0037-1","No conforme",0.932633060087316,0.137301320444074,13013,0.0544301876724262,0.0544356312355497
"img_0037-2","No conforme",0.907861786409266,0.186044617186552,13013,0.0460661257882798,0.0460707328615659
"img_0038-0","No conforme",0.916257589093377,0.183665725846523,11320,0.0361489150584113,0.0361525303114424
"img_0038-1","No conforme",0.943270723140941,0.12532021738629,11320,0.044752674922507,0.0447571506375708
"img_0038-2","No conforme",0.910560407355813,0.196141993824518,11320,0.0376020738163401,0.0376058343997801
"img_0039-0","No conforme",0.917903279383042,0.192032564973888,10240,0.0603617404216381,0.060367777199358
"img_0039-1","No conforme",0.945784701286765,0.129965930252515,10240,0.0830335448262975,0.0830418490111986
"img_0039-2","No conforme",0.918999648365694,0.189550413152022,10240,0.0612711712113934,0.0612772989412875
"img_0040-0","Conforme",0.920007465389476,0.175112379182579,11356,0.0349104057574343,0.034913897147149
"img_0040-1","Conforme",0.943693080085306,0.12411671213406,11356,0.0437705607778959,0.0437749382717231
"img_0040-2","Conforme",0.917787802842084,0.179917634581605,11356,0.0341021618198264,0.0341055723770642
"img_0041-0","No conforme",0.913363735010484,0.162709939359265,19039,0.200459509198753,0.200479557154469
"img_0041-1","No conforme",0.934565467260024,0.114922713278216,18808,0.134516579110212,0.134530032113424
"img_0041-2","No conforme",0.904839292656394,0.183258951458732,18848,0.229241950788087,0.229264877275815
"img_0042-0","No conforme",0.917401524837718,0.190828102606146,10417,0.0503260703927725,0.0503311035031228
"img_0042-1","No conforme",0.946762841437845,0.126184396658002,10417,0.0786079676710707,0.0786158292539961
"img_0042-2","No conforme",0.923574075030158,0.176997131012754,10417,0.0562300494880653,0.0562356730553708
"img_0043-0","Conforme",0.922867334666533,0.179047162599873,10281,0.0324407482712954,0.0324439926705624
"img_0043-1","Conforme",0.948738567271513,0.119822560937353,10281,0.0429658961795938,0.0429701931989137
"img_0043-2","Conforme",0.920393922891056,0.184740341157887,10281,0.0314590302180435,0.031462176435687
"img_0044-0","Conforme",0.939506128073299,0.156097472572654,8580,0.0342593216421968,0.0342627479169885
"img_0044-1","Conforme",0.957331039069681,0.110772348197655,8580,0.0429145895094735,0.0429188813976132
"img_0044-2","Conforme",0.935183356502757,0.167147031871962,8580,0.0321354296435554,0.0321386435079062
"img_0045-0","No conforme",0.899717878148696,0.198229237890518,13469,0.0491469175576148,0.0491518327408889
"img_0045-1","No conforme",0.930383421505199,0.138428231243756,13469,0.0483752688706562,0.0483801068813443
"img_0045-2","No conforme",0.898405215023265,0.2009027671145,13469,0.0512644491304433,0.0512695760880522
"img_0046-0","Conforme",0.928256020525764,0.176518919328695,9306,0.0318441886276803,0.0318473733650168
"img_0046-1","Conforme",0.95367318501192,0.114799246337476,9306,0.0433389644807558,0.0433432988106369
"img_0046-2","Conforme",0.926122217479033,0.181729066040901,9306,0.0308956087396701,0.030898698609531
"img_0047-0","Conforme",0.924081154659496,0.175479532965953,10360,0.0334494679041464,0.033452813185465
"img_0047-1","Conforme",0.948551890169031,0.119750312315304,10360,0.0433894614929318,0.0433938008730191
"img_0047-2","Conforme",0.917451843890022,0.190665399353891,10360,0.0307118274608825,0.0307148989507775
"img_0048-0","Conforme",0.917684711608887,0.180088793770677,11360,0.0336299940859487,0.0336333574216909
"img_0048-1","Conforme",0.943528062313304,0.124412599129763,11360,0.0431894842390702,0.0431938036194321
"img_0048-2","Conforme",0.915664051639332,0.184465236911608,11360,0.0328848073245759,0.0328880961341893
"img_0049-0","No conforme",0.900145081517837,0.183927554124774,19708,0.220106340921955,0.22012835375733
"img_0049-1","No conforme",0.930170956636317,0.119048582615897,19609,0.134611105220357,0.134624567677125
"img_0049-2","No conforme",0.900669692041734,0.183049168848458,19651,0.218933960298291,0.218955855883879
"img_0050-0","No conforme",0.906590108481014,0.193527498118601,12479,0.0477359899361949,0.0477407640125961
"img_0050-1","No conforme",0.936946677299948,0.133158116729343,12479,0.06801527290952,0.0680220751170317
"img_0050-2","No conforme",0.89970297987994,0.207464222119745,12479,0.0432418207922359,0.0432461454067766
"img_0051-0","No conforme",0.913864173242905,0.187041438029301,11542,0.0449812548648738,0.0449857534402179
"img_0051-1","No conforme",0.941135304619284,0.128672566648332,11542,0.0477624392879659,0.0477672160095669
"img_0051-2","No conforme",0.911412899457146,0.192464715216505,11542,0.0484370423030786,0.0484418864917278
"img_0052-0","Conforme",0.909585258824965,0.185364491925658,12640,0.0341573943843859,0.0341608104654324
"img_0052-1","Conforme",0.937230881221996,0.129609828010372,12640,0.0433817856723778,0.0433861242848063
"img_0052-2","Conforme",0.905848485825482,0.192943667921675,12640,0.0329330802632339,0.0329363739006239
"img_0053-0","No conforme",0.896818758814195,0.191925656143867,14784,0.0398260090322507,0.0398299920314539
"img_0053-1","No conforme",0.924062606614057,0.14237909831918,14784,0.0483729750475894,0.0483778128288723
"img_0053-2","No conforme",0.887251437647202,0.210136439295972,14784,0.051323561214933,0.0513286940843414
"img_0054-0","No conforme",0.913255617855296,0.19925822123349,10553,0.0604895265025584,0.0604955760601644
"img_0054-1","No conforme",0.944429257992015,0.132939023402136,10553,0.100948076913646,0.100958172730919
"img_0054-2","No conforme",0.917011956051097,0.191008512702914,10553,0.0653468010807981,0.0653533364144396
"img_0055-0","Conforme",0.917876953125,0.183788103356397,10934,0.0328926251230394,0.0328959147145108
"img_0055-1","Conforme",0.945648223571777,0.122538696596044,10934,0.0436278255898848,0.0436321888087657
"img_0055-2","Conforme",0.919431638327206,0.180340996702269,10934,0.0334681279095615,0.0334714750570672
"img_0056-0","No conforme",0.909989606215533,0.185333138510952,12559,0.0359773549297468,0.0359809530250493
"img_0056-1","No conforme",0.93721598295324,0.130240371569422,12559,0.0449742021130785,0.0449786999830768
"img_0056-2","No conforme",0.903450044053022,0.198764101620188,12559,0.0372510407635439,0.0372547662401679
"img_0057-0","No conforme",0.911037989609662,0.194017527331622,11477,0.0505981483311077,0.0506032086519728
"img_0057-1","No conforme",0.941141287859748,0.130666675054973,11477,0.0680599889016068,0.0680667955811649
"img_0057-2","No conforme",0.91665092732149,0.182071655616648,11477,0.0537526281797647,0.0537580039801627
"img_0058-0","Conforme",0.916772207605698,0.191488800405222,10428,0.0306508613746838,0.0306539267673605
"img_0058-1","Conforme",0.948154423504998,0.120202869681164,10428,0.0433064752897754,0.0433108063704124
"img_0058-2","Conforme",0.917768237645766,0.189214507885906,10428,0.0310632384683908,0.0310663451029011
"img_0059-0","Conforme",0.897668378960104,0.208756693343416,12719,0.0303317597280612,0.0303347932073819
"img_0059-1","Conforme",0.936856330368939,0.129875366861258,12719,0.0432379721234449,0.0432422963530802
"img_0059-2","Conforme",0.904088635307761,0.195766857365036,12719,0.032415195486255,0.032418437329988
"img_0060-0","No conforme",0.917903937539493,0.182731660401166,11125,0.0546667001580043,0.0546721673747418
"img_0060-1","No conforme",0.943209454758588,0.129315763474574,11125,0.0769059907622562,0.0769136821304692
"img_0060-2","No conforme",0.910063439402861,0.199654203459124,11125,0.0478629650020112,0.0478677517771889
"img_0061-0","Conforme",0.928030631857479,0.171886082955632,9800,0.0335255368779148,0.0335288897668915
"img_0061-1","Conforme",0.951197379940257,0.117358809378445,9800,0.0434902995943263,0.0434946490592323
"img_0061-2","Conforme",0.92171939015108,0.186827188232349,9800,0.0307758995279318,0.0307789774256743
"img_0062-0","Conforme",0.91924155077766,0.188050024983771,10220,0.0309690775106905,0.0309721747281633
"img_0062-1","Conforme",0.949247800867417,0.119076812536974,10220,0.0433075766537279,0.0433119078445124
"img_0062-2","Conforme",0.927735598270192,0.16844125285956,10220,0.034464587129,0.0344680339323933
"img_0063-0","No conforme",0.911696205893124,0.199446984789577,10880,0.0647464034465763,0.0647528787344498
"img_0063-1","No conforme",0.941864063307818,0.135133655508473,10880,0.0898701357144288,0.0898791236267915
"img_0063-2","No conforme",0.911987350374109,0.198813541190096,10880,0.0649930232594263,0.0649995232117475
"img_0064-0","Conforme",0.912344908824247,0.196200818053312,10920,0.0303502677054068,0.0303533030357103
"img_0064-1","Conforme",0.945807317935719,0.122252419701539,10920,0.0432077806331202,0.0432121018433046
"img_0064-2","Conforme",0.916120393389533,0.187814786090871,10920,0.0317976884356094,0.0318008685224617
"img_0065-0","Conforme",0.929880948971019,0.173707188416499,9198,0.032116919778293,0.0321201317914722
"img_0065-1","Conforme",0.954183555423512,0.114297076367837,9198,0.0432377227169383,0.0432420469216304
"img_0065-2","Conforme",0.932188445488425,0.168039313525369,9198,0.0331718662706538,0.0331751837890327
"img_0066-0","No conforme",0.903322301869112,0.172071669601719,20107,0.199390970880803,0.199410911972
"img_0066-1","No conforme",0.927447026582606,0.121278243202521,20240,0.134265158845021,0.134278586703692
"img_0066-2","No conforme",0.895577894574334,0.18886738004961,20055,0.221020298658936,0.221042402899226
"img_0067-0","Conforme",0.914068261575138,0.187534142804621,11400,0.032516078860602,0.0325193307936814
"img_0067-1","Conforme",0.943278262023926,0.124701320208074,11400,0.0432607844373983,0.0432651109484932
"img_0067-2","Conforme",0.915872507737103,0.183632462822838,11400,0.0331460426921001,0.0331493576278629
"img_0068-0","No conforme",0.911957673501407,0.190434956848461,11704,0.0623148145052053,0.0623210466098663
"img_0068-1","No conforme",0.93828255539838,0.136070992953484,11704,0.0767626259577569,0.0767703029880557
"img_0068-2","No conforme",0.908945111927706,0.19683823198723,11704,0.0623577024952522,0.0623639388891412
"img_0069-0","No conforme",0.919498291625977,0.184620713729807,10567,0.05321873939424,0.05322406180042
"img_0069-1","No conforme",0.946021817106359,0.12683999617102,10567,0.078266983769746,0.078274811250871
"img_0069-2","No conforme",0.92158081830193,0.179997488367459,10567,0.0551514702305264,0.0551569859291193
"img_0070-0","No conforme",0.916505055918974,0.198245511804419,10004,0.0674881352929659,0.0674948847814441
"img_0070-1","No conforme",0.945532148706773,0.133449099976276,10004,0.0957875883459278,0.095797168062734
"img_0070-2","No conforme",0.922844418855555,0.183815293386627,10004,0.0736643850356791,0.0736717522109002
"img_0071-0","No conforme",0.923017633666992,0.182114994516578,10117,0.0713854514330756,0.0713925906921448
"img_0071-1","No conforme",0.945442160770192,0.13248714523444,10117,0.0920278139911899,0.0920370176929592
"img_0071-2","No conforme",0.922969169419232,0.182224197661113,10117,0.0713378977811336,0.071345032284362
"img_0072-0","Conforme",0.923699124755859,0.181976090305966,9815,0.0316637931448017,0.0316669598407858
"img_0072-1","Conforme",0.951157411893957,0.117352681369734,9815,0.0435102271697126,0.0435145786275754
"img_0072-2","Conforme",0.926407737713982,0.175568638756045,9815,0.0327967791665898,0.032800059172507
"img_0073-0","Conforme",0.930982643037684,0.16801453241303,9486,0.0337076430462755,0.0337110141476903
"img_0073-1","Conforme",0.952727174862132,0.115847703905855,9486,0.0433503812519515,0.0433547167236239
"img_0073-2","Conforme",0.929278556321088,0.172123577682109,9486,0.0329417772758215,0.0329450717829998
"img_0074-0","No conforme",0.904118132683249,0.17015116402533,20172,0.196607470703929,0.196627133417271
"img_0074-1","No conforme",0.927245511043773,0.121274980994341,20220,0.133951480066205,0.13396487655386
"img_0074-2","No conforme",0.90247974194695,0.173984846629401,20004,0.201569895075377,0.201590054080785
"img_0075-0","Conforme",0.932016247827866,0.164513370586552,9588,0.0345276419127833,0.0345310950222856
"img_0075-1","Conforme",0.952281662777171,0.116223543187719,9588,0.0434623241932864,0.0434666708603724
"img_0075-2","Conforme",0.926649221299115,0.177374617313325,9588,0.0321730616240064,0.0321762792519316
"img_0076-0","Conforme",0.919234909380744,0.176485845440557,11388,0.0345811825331828,0.0345846409972826
"img_0076-1","Conforme",0.943383387558881,0.124569444918665,11388,0.0435658312307983,0.0435701882496233
"img_0076-2","Conforme",0.91490088931813,0.185855911475804,11388,0.0329783384352406,0.0329816365989005
"img_0077-0","Conforme",0.924780475804946,0.174375999339534,10309,0.033484864843039,0.0334882136644054
"img_0077-1","Conforme",0.948838248057646,0.11942577726816,10309,0.0432746996417823,0.0432790275445368
"img_0077-2","Conforme",0.927488490439022,0.168161442373532,10309,0.0345674436768317,0.0345709007669084
"img_0078-0","No conforme",0.879778370307474,0.20457781902711,21545,0.224586115158378,0.22460857601598
"img_0078-1","No conforme",0.919107765520881,0.128008808317633,21749,0.133338197206709,0.133351532359945
"img_0078-2","No conforme",0.879153361008588,0.205555024280894,21587,0.225655309736483,0.225677877524235
"img_0079-0","Conforme",0.919961454270307,0.184974381392471,10354,0.0316616140062683,0.0316647804843167
"img_0079-1","Conforme",0.948613996205049,0.119638762170247,10354,0.04322686446602,0.0432311875847785
"img_0079-2","Conforme",0.919537302353803,0.185945685126954,10354,0.0314514299905609,0.0314545754481057
"img_0080-0","Conforme",0.931360604337804,0.165574811361246,9639,0.0342703666103239,0.0342737939897229
"img_0080-1","Conforme",0.95204729924819,0.11642624645514,9639,0.0433008467083302,0.0433051772260528
"img_0080-2","Conforme",0.923116117805032,0.18527930959541,9639,0.030642910750037,0.0306459753475717
"img_0081-0","No conforme",0.917541353167366,0.161978818562982,18041,0.208373073748391,0.208393913139705
"img_0081-1","No conforme",0.938690732062845,0.11073295873831,18081,0.134355641360642,0.134369078268469
"img_0081-2","No conforme",0.912184797309427,0.174908266295416,18117,0.227121263824427,0.22714397822225
"img_0082-0","Conforme",0.92086229095459,0.184012512529683,10248,0.0317600738094161,0.0317632501344295
"img_0082-1","Conforme",0.949059927116843,0.119321897111696,10248,0.0432859122575092,0.0432902412816374
"img_0082-2","Conforme",0.922282113916734,0.180737247644932,10248,0.0322932884007265,0.0322965180525318
"img_0083-0","Conforme",0.914926796749339,0.187441588812723,11220,0.0323949276969187,0.0323981675136701
"img_0083-1","Conforme",0.944272975751091,0.123704879453003,11220,0.0434269587251864,0.0434313018553719
"img_0083-2","Conforme",0.916994365324132,0.182928646498765,11220,0.0331860213331358,0.0331893402671625
"img_0084-0","No conforme",0.913483878479004,0.1669812073144,18485,0.21067192441323,0.210692993712601
"img_0084-1","No conforme",0.936616103264304,0.112823606643514,18486,0.134312280401379,0.134325712972676
"img_0084-2","No conforme",0.908759631473317,0.178390499098126,18465,0.227009991351327,0.227032694620789
"img_0085-0","No conforme",0.925864220150218,0.184226399808379,9261,0.0668495110845295,0.0668561967041999
"img_0085-1","No conforme",0.951066406806497,0.126869906904815,9261,0.10657378267055,0.106584441114662
"img_0085-2","No conforme",0.928426662543802,0.17819009329783,9261,0.0708619168365795,0.0708690037369532
"img_0086-0","No conforme",0.90731192661061,0.202404175297031,11431,0.047371513625215,0.0473762512503401
"img_0086-1","No conforme",0.941756185482249,0.130465484977344,11431,0.0764558308038192,0.0764634771515343
"img_0086-2","No conforme",0.915228052906709,0.185588369323467,11431,0.0540085621350684,0.0540139635314215
"img_0087-0","Conforme",0.934144366796157,0.168480972795037,8700,0.0323072816835097,0.0323105127347832
"img_0087-1","Conforme",0.95673265519086,0.111453511042999,8700,0.0432429613782858,0.0432472861068965
"img_0087-2","Conforme",0.935816562841079,0.16423904942233,8700,0.033118231076128,0.0331215432304511
"img_0088-0","Conforme",0.934600529049144,0.164762996900643,8940,0.033427614393584,0.033430957489333
"img_0088-1","Conforme",0.95563281592874,0.112524491487924,8940,0.043333912017701,0.0433382458422852
"img_0088-2","Conforme",0.9356002686983,0.162268509408599,8940,0.0339142467272486,0.0339176384910977
"img_0089-0","No conforme",0.91084473094267,0.19876888996515,11175,0.073804562881605,0.0738119440760126
"img_0089-1","No conforme",0.940012370048972,0.14053570988037,11175,0.116226762078246,0.116238385916838
"img_0089-2","No conforme",0.912858570018095,0.194572061767267,11175,0.076701779531655,0.0767094504767027
"img_0090-0","No conforme",0.889818606800752,0.2047993871202,14816,0.0450398378897258,0.0450443423239582
"img_0090-1","No conforme",0.924133208851534,0.14199426256417,14816,0.0475022667492086,0.0475070174509537
"img_0090-2","No conforme",0.895123826455509,0.194788123407928,14816,0.0399283893500731,0.0399323825883319
"img_0091-0","Conforme",0.909679375197467,0.185201348871205,12636,0.0339565685915209,0.0339599645879797
"img_0091-1","Conforme",0.937222026026109,0.12963365585686,12636,0.0430938268597107,0.043098136673378
"img_0091-2","Conforme",0.909099958190918,0.186378230707884,12636,0.0338185495084433,0.0338219317016135
"img_0092-0","No conforme",0.897898374723547,0.211604955476069,12541,0.0650620731644925,0.0650685800224948
"img_0092-1","No conforme",0.932765588863597,0.143362822520778,12541,0.0887473868037411,0.0887562624299841
"img_0092-2","No conforme",0.908051036305147,0.191370270622555,12541,0.07129860476153,0.0713057353350635
"img_0093-0","Conforme",0.908168367650649,0.19934301562415,11492,0.0306613490247423,0.0306644154662889
"img_0093-1","Conforme",0.942837297201717,0.125068743444059,11492,0.0433225726356064,0.043326905326139
"img_0093-2","Conforme",0.916460121783088,0.181495936282426,11492,0.0336657225620746,0.0336690894710217
"img_0094-0","Conforme",0.92649898213106,0.177732167664226,9588,0.0320026668667811,0.0320058674535264
