"anio","semestre","puntaje_final","horas_estudio","promedio_previo","genero","carrera","acceso_internet","trabaja","modalidad"
2021,"0",146.337603873611,15.1109352629994,8.38225428357018,"1","negocios","1","0","0"
2021,"0",127.919198079701,9.00062310508863,8.26195025975779,"0","negocios","1","1","1"
2021,"0",185.042230867284,24.123469664427,12.0819509186664,"1","negocios","1","1","1"
2021,"0",69.5665521245443,15.0786404016509,2.40187682040534,"0","negocios","0","1","1"
2021,"0",154.035873085857,15.0786404016509,8.95374784681904,"1","negocios","1","0","1"
2021,"0",139.199019877795,12.6181639227548,6.9411556877469,"1","ciencias de la computacion","0","0","0"
2021,"0",150.357475597023,16.1743832243568,8.42340799545934,"1","negocios","1","1","1"
2021,"0",153.701698391426,20.0930813619916,9.73896701934624,"0","datos","0","0","1"
2021,"0",114.450996422823,12.4685611872324,7.26719519021688,"0","ciencias de la computacion","1","0","0"
2021,"0",137.903626124701,12.188689501715,7.35445865736356,"0","ingenieria","0","0","0"
2021,"0",145.028903552075,15.3252286921347,8.71459040634797,"1","negocios","1","0","1"
2021,"0",196.239645486342,29.1279173512649,12.7992332353981,"0","negocios","0","0","1"
2021,"0",111.31247608215,12.1011195346251,6.91150325095828,"0","negocios","0","1","0"
2021,"0",109.558535962837,10.7454280132362,6.64798254568685,"1","negocios","0","1","0"
2021,"0",105.771725282135,8.54641982476537,6.39953952669567,"0","negocios","0","0","0"
2021,"0",108.148477491438,6.31329061943861,4.9445892233174,"0","ingenieria","0","1","0"
2021,"0",161.332844751802,15.0786404016509,12.3422007019957,"1","negocios","1","0","1"
2021,"0",136.334953598926,15.1599307361537,8.26195025975779,"1","ciencias de la computacion","0","1","1"
2021,"0",144.162195927376,15.7743044884183,8.26195025975779,"0","ingenieria","0","1","1"
2021,"0",116.142239231142,11.4244698906664,6.78290035023528,"0","ingenieria","1","0","1"
2021,"0",109.765530426581,5.66027506682851,4.47962948181389,"1","ingenieria","1","1","1"
2021,"0",110.768596514698,9.49343332212841,6.05324771797144,"1","negocios","0","1","0"
2021,"0",161.615701877548,22.6282312766273,11.37702308497,"0","negocios","0","1","1"
2021,"0",130.759347725634,10.5889253289505,6.11058847401343,"0","negocios","1","0","1"
2021,"0",143.600205008894,18.9835197403669,9.68023296123726,"1","negocios","0","1","0"
2021,"0",148.947381822474,19.4876238291506,9.83013502524651,"0","ingenieria","1","1","0"
2021,"0",150.182461522069,15.2000530768608,8.30820641035303,"1","ingenieria","1","1","1"
2021,"0",153.839901409926,21.2044254836575,10.4556506305825,"1","ciencias de la computacion","1","0","1"
2021,"0",104.385729766219,12.1071141690839,7.74504501839408,"0","ingenieria","0","1","1"
2021,"0",162.831404602792,15.0786404016509,9.28222461290973,"1","negocios","0","0","0"
2021,"0",113.093189285675,8.53367250331896,6.08041490132336,"1","negocios","1","1","1"
2021,"0",132.442497570749,12.6666870271852,6.94898916402404,"0","ciencias de la computacion","1","0","1"
2021,"0",136.208445858707,14.4313186073364,7.88943716017105,"0","negocios","0","0","1"
2021,"0",156.260897106568,19.383976862219,9.67727595611307,"1","ciencias de la computacion","1","1","0"
2021,"0",192.494323972206,46.9373971656671,8.78177130883609,"0","ingenieria","1","0","1"
2021,"0",160.339433685732,15.0786404016509,10.5754542079442,"1","ingenieria","0","1","1"
2021,"0",145.083831478251,19.084538959231,9.25414453160588,"0","datos","1","1","1"
2021,"0",152.997034444498,14.2345920119236,8.35447599929515,"0","datos","0","1","0"
2021,"0",143.060110698941,17.1135565368335,9.55904621825582,"0","negocios","1","1","1"
2021,"0",158.177181324394,24.2650283364207,11.4937234221488,"1","negocios","1","1","0"
2021,"0",117.678844131766,7.50753979567828,5.43775477266076,"0","datos","1","1","1"
2021,"0",155.101146582553,18.4617397060204,9.6228317606679,"1","datos","1","0","1"
2021,"0",153.355979383739,12.6784417482219,8.10811766603387,"0","ingenieria","1","0","1"
2021,"0",105.632734723622,6.73349116784705,5.14546595275055,"1","negocios","0","0","1"
2021,"0",107.876752558102,6.78030216150262,5.49817310082073,"0","ciencias de la computacion","0","1","1"
2021,"0",127.695716463223,8.60501309777544,6.04143729442229,"1","ciencias de la computacion","0","0","1"
2021,"0",99.7415366501118,11.5313960626416,6.70767569672999,"1","ingenieria","0","0","0"
2021,"0",152.950547698298,17.4830293288249,9.1696904965973,"1","ciencias de la computacion","0","0","1"
2021,"0",128.361168864834,12.3482462441224,7.13232159729519,"1","ciencias de la computacion","1","1","1"
2021,"0",178.258675107819,23.1281172926261,11.0421045956893,"1","ingenieria","1","1","1"
2021,"0",170.765361621018,51.1098182887534,8.78556581096141,"1","negocios","0","1","0"
2021,"1",136.421403879668,14.3531903445217,8.18814622529111,"1","negocios","1","0","0"
2021,"1",114.566929633186,11.5788229921855,6.65621500138588,"0","negocios","0","1","0"
2021,"1",141.566960268925,11.1145494361993,7.04603796043804,"0","ciencias de la computacion","0","1","0"
2021,"1",141.009655240444,20.7094976256874,11.0086798237927,"0","negocios","1","1","0"
2021,"1",173.731128619568,20.6351574597911,10.3078206708287,"1","datos","0","1","1"
2021,"1",124.749848417521,12.7329780014818,7.86606988933339,"1","datos","0","0","1"
2021,"1",160.08915146387,17.8008973341224,8.99537217180624,"0","negocios","0","1","1"
2021,"1",183.300520582002,25.9956907270401,12.1448317361327,"0","negocios","0","0","1"
2021,"1",129.464774046598,13.4374972136388,7.30665324307821,"1","ingenieria","1","0","0"
2021,"1",117.20821627492,15.0786404016509,7.87624776463471,"1","datos","1","0","0"
2021,"1",98.9361565925295,4.4724920244412,4.61574595620862,"0","ingenieria","0","1","1"
2021,"1",119.517616632459,15.0786404016509,8.34970252400321,"1","ingenieria","0","0","1"
2021,"1",118.317153502862,11.9682748206951,8.26195025975779,"0","negocios","1","1","1"
2021,"1",140.769558097485,21.1533455100259,9.96002166763761,"0","ciencias de la computacion","1","1","0"
2021,"1",113.564283552517,12.2607992940692,7.50419213143559,"1","negocios","0","1","0"
2021,"1",157.367504114123,15.0786404016509,10.6552703543062,"1","ingenieria","1","1","0"
2021,"1",156.603354044439,20.438435609286,10.0147617260875,"1","negocios","0","0","1"
2021,"1",113.798238420945,12.0142025893068,6.84899074043035,"1","negocios","0","1","0"
2021,"1",139.829336530648,15.0786404016509,8.26195025975779,"0","datos","1","1","0"
2021,"1",161.657243668493,23.1165275712017,11.4057342749012,"1","negocios","1","1","0"
2021,"1",149.33502609966,18.9146192831384,9.49414924655615,"0","negocios","0","0","0"
2021,"1",165.300440498734,24.3781714423566,11.2078719678515,"1","negocios","0","1","0"
2021,"1",175.108154177355,21.2225111386007,10.4592886460459,"1","ingenieria","0","0","1"
2021,"1",145.992000260365,16.1706616532847,8.7285708241128,"1","negocios","0","1","1"
2021,"1",108.73665039133,4.25861950964934,5.07114724151584,"0","datos","1","1","0"
2021,"1",111.397126548356,9.33827710725475,5.67638084959759,"1","negocios","0","0","1"
2021,"1",120.93546237499,11.8355218864161,8.26195025975779,"0","ingenieria","0","1","1"
2021,"1",134.229772936716,10.2003239522926,6.88658193808024,"0","negocios","1","1","1"
2021,"1",162.914495863282,15.0786404016509,10.7921680583157,"1","datos","1","0","0"
2021,"1",150.154116267556,19.342151324762,9.22805398149097,"1","negocios","0","0","1"
2021,"1",125.994454972983,12.6173785681574,6.97766734712568,"0","ciencias de la computacion","1","1","1"
2021,"1",161.214099336045,17.7985718492994,9.1019893346679,"0","ciencias de la computacion","0","1","1"
2021,"1",144.059279890946,19.3945825392614,9.77017673186528,"1","negocios","0","0","0"
2021,"1",152.994750636826,18.8997078674539,9.66188598943775,"0","ingenieria","0","0","1"
2021,"1",136.066429663037,15.4372478166382,8.86057259246937,"1","negocios","0","0","1"
2021,"1",151.398420234923,16.3208739605261,8.69450373796922,"0","negocios","1","0","1"
2021,"1",194.943756493728,26.6502450226381,11.9190269123369,"0","ciencias de la computacion","0","1","1"
2021,"1",164.450607517899,15.0786404016509,8.98507176207541,"1","datos","0","0","1"
2021,"1",128.907537186148,10.3177733351152,6.22347177192175,"1","ciencias de la computacion","1","0","1"
2021,"1",151.831756821591,23.7745349854534,8.26195025975779,"0","ingenieria","0","1","0"
2021,"1",145.912462415518,15.0786404016509,7.55798520414919,"0","ingenieria","0","0","1"
2021,"1",123.477000397011,7.91878866825115,8.26195025975779,"1","datos","1","0","1"
2021,"1",154.082376182451,16.4138482927161,8.2065606191612,"0","negocios","0","1","0"
2021,"1",142.687028267305,20.7501532025526,10.5476665785164,"1","negocios","1","1","0"
2021,"1",127.713408078467,15.0786404016509,8.48727124358946,"1","ingenieria","0","0","0"
2021,"1",143.826955459674,16.3079038928023,8.57499667093859,"0","ingenieria","1","1","1"
2021,"1",129.370026507051,12.9968633295972,7.61811233192327,"0","negocios","1","1","1"
2021,"1",139.530350324286,15.9743617260175,8.46850209015081,"0","datos","1","0","0"
2021,"1",120.767316250423,13.229072051629,7.10352371615856,"0","ingenieria","0","0","0"
2021,"1",145.526564653194,16.2326620526735,9.15294396375038,"0","negocios","1","0","1"
2021,"1",128.598690555063,17.3267557900201,8.96934724082088,"0","negocios","0","0","0"
2021,"1",153.938518532241,18.8482070719296,9.7268721769634,"1","ciencias de la computacion","1","1","0"
2021,"1",154.477419367322,13.5137365322355,7.52862377946067,"1","ingenieria","1","1","1"
2021,"1",136.828938569683,14.2641386987284,8.26195025975779,"1","datos","0","0","1"
2021,"1",115.487326870873,10.3035189740519,6.22813402597041,"1","negocios","0","0","1"
2021,"1",144.993396580662,16.7665392321832,9.30522068698824,"0","ingenieria","0","0","0"
2021,"1",122.512585925599,12.4206851467625,7.26217382384825,"0","datos","1","1","1"
2021,"1",128.438002923686,13.0093278915608,7.51580975779404,"0","datos","1","0","1"
2021,"1",124.884319867116,15.7157381203016,8.32223286305395,"1","negocios","1","1","0"
2021,"1",100.282350659344,5.9608972282814,4.78458500380771,"1","negocios","0","0","1"
2021,"1",175.714567833687,15.0786404016509,10.416931097067,"0","ciencias de la computacion","1","1","1"
2021,"1",105.850833805393,9.24539448143975,6.13896526543345,"0","negocios","0","1","0"
2021,"1",154.60551962096,18.8012124186306,9.77760861272589,"0","ingenieria","0","1","0"
2021,"1",109.673033089136,12.922218234738,7.43921704491093,"0","ingenieria","0","0","0"
2021,"1",176.679759854427,21.6635524497844,10.4504328909149,"1","datos","0","0","1"
2021,"1",133.312712661749,17.4114229161816,9.19103823863812,"1","negocios","1","0","0"
2021,"1",127.329083755745,14.8690371559708,7.65805890540133,"1","negocios","0","0","1"
2021,"1",140.976111579835,14.7865583650923,8.75089226429743,"0","ciencias de la computacion","0","1","1"
2021,"1",129.215173453252,13.7860812574758,7.71563666404043,"1","ciencias de la computacion","0","1","1"
2021,"1",170.709023290152,25.4614161200489,11.6671964950656,"0","ingenieria","0","1","0"
2021,"1",203.246584073928,67.8839318910638,10.6819055995423,"0","ingenieria","0","0","1"
2021,"1",155.186090098654,14.7227527724651,7.82628224997408,"1","datos","0","0","1"
2021,"1",137.457506283881,12.8395142356449,7.65517429616245,"0","negocios","0","1","1"
2021,"1",139.868061219347,12.4774341587816,7.18763086606719,"1","negocios","1","1","1"
2021,"1",128.246840704837,9.17706697004008,6.27748927011647,"1","negocios","1","1","1"
2021,"1",138.005233452418,13.7827448624668,7.73248532038711,"1","negocios","0","0","1"
2021,"1",144.546440712024,15.126007161094,8.02849440025639,"0","negocios","0","1","1"
2021,"1",123.698456012897,15.8903742047015,8.93106317104287,"0","ingenieria","0","0","1"
2021,"1",114.500746300599,4.71067908651251,4.91907331538471,"0","negocios","0","0","1"
2021,"1",185.407343789636,49.6142563003559,8.59977867961891,"1","datos","0","1","0"
2021,"1",121.715549405399,14.4995664710802,8.02718624131407,"1","ciencias de la computacion","1","1","1"
2021,"1",108.194974702541,8.06515989636708,5.95994045941368,"0","negocios","1","1","1"
2021,"1",124.366168609775,10.4845483519972,6.1625086573198,"1","ciencias de la computacion","0","0","0"
2021,"1",157.39386224161,15.1387463603257,8.22758280748569,"0","negocios","1","0","1"
2021,"1",135.768510907725,16.4851148197266,8.96413297428418,"0","negocios","0","1","1"
2021,"1",153.817432962878,28.0873710570723,6.2631202207469,"0","negocios","1","1","1"
2021,"1",110.782461572451,9.27695381107139,5.68589212917,"1","negocios","1","0","1"
2021,"1",171.257580474796,20.0216735830621,10.4019859242037,"0","ingenieria","1","1","1"
2021,"1",133.792955786183,13.5715646507368,7.75200941050104,"1","ingenieria","1","0","1"
2021,"1",165.527394990606,20.8095544712761,10.044005245802,"0","ingenieria","1","1","1"
2021,"1",158.114457158703,19.5116151046303,9.34328971616156,"1","datos","0","0","1"
2021,"1",150.066020390409,14.7123398914614,8.37886447828653,"0","negocios","0","0","0"
2021,"1",91.726873139855,7.38650165085622,5.64809776269751,"0","negocios","1","0","0"
2021,"1",136.513290117171,15.6370273192266,8.47663083177824,"1","negocios","1","1","0"
2021,"1",129.271039007125,13.4805549294647,8.02270073944589,"0","negocios","0","1","0"
2021,"1",144.524522930189,14.805119695716,8.49739763749139,"1","ciencias de la computacion","1","0","0"
2021,"1",155.561666450981,15.0786404016509,9.4589846255058,"0","datos","0","0","1"
2021,"1",115.323641925485,12.3762236873752,7.4281806145498,"0","datos","0","1","0"
2022,"0",131.712799170149,15.5311310874085,8.94227655803625,"1","ingenieria","0","0","0"
2022,"0",140.062081629611,15.0786404016509,8.74492163266992,"0","ciencias de la computacion","0","0","0"
2022,"0",138.476361724377,17.8567327492795,8.81769590807214,"0","ciencias de la computacion","0","0","0"
2022,"0",162.377979284416,22.5168563711949,8.26195025975779,"1","datos","1","1","0"
2022,"0",153.256777948173,15.0786404016509,9.49369581129212,"1","ingenieria","1","1","1"
2022,"0",132.513592428687,12.8728439905393,8.26195025975779,"0","negocios","1","1","1"
2022,"0",143.974616246605,15.0786404016509,8.97244601241361,"0","datos","1","0","1"
2022,"0",116.736042191437,10.2294125340514,6.0625030150183,"0","negocios","1","1","0"
2022,"0",130.031918059667,13.6234850045101,7.57004155964006,"1","negocios","0","1","0"
2022,"0",139.570694352281,18.7642882231388,9.28455864133963,"0","negocios","1","0","0"
2022,"0",148.058834831734,13.2819670776579,7.67418243022851,"1","datos","1","0","1"
2022,"0",130.286018513234,15.0786404016509,8.51376169903866,"1","ingenieria","0","0","1"
2022,"0",174.458914828164,21.3756268369693,10.533737624759,"0","negocios","1","1","1"
2022,"0",172.596628299454,40.0586213714715,8.26195025975779,"1","ingenieria","0","0","1"
2022,"0",155.264081534603,15.0786404016509,11.3896650802644,"1","ingenieria","0","0","0"
2022,"0",153.445505779468,22.5165365702091,10.7484878723383,"1","negocios","1","1","1"
2022,"0",136.931838971397,16.5506170158958,8.78968232095294,"1","negocios","1","0","1"
2022,"0",135.447300753998,14.4121265101513,8.07808609869302,"1","negocios","0","0","1"
2022,"0",129.584283430635,12.5514159461577,8.26195025975779,"0","ciencias de la computacion","1","0","1"
2022,"0",131.287331256307,14.4510505509998,8.40360656728465,"0","datos","0","1","0"
2022,"0",165.143914989401,22.1205972110374,10.7363585897359,"1","negocios","0","0","1"
2022,"0",180.366463573096,25.1071609145694,11.7328544417592,"0","ingenieria","0","0","0"
2022,"0",141.414886054654,13.6197088318356,8.24407434619808,"1","negocios","1","1","1"
2022,"0",116.19285521154,11.0878085031033,7.18800218121314,"1","ciencias de la computacion","1","1","0"
2022,"0",142.432031702949,15.8203206914618,8.48204108063142,"0","datos","0","0","0"
2022,"0",168.854123315129,17.9599594907822,9.29165387754148,"1","negocios","0","0","1"
2022,"0",95.9269765799179,8.07806998543844,5.27051420534303,"0","negocios","1","1","1"
2022,"0",104.460211622258,9.18535167969086,6.0743420712529,"1","datos","0","1","1"
2022,"0",122.326042878978,14.3937739871536,7.97333638285954,"1","negocios","0","1","1"
2022,"0",142.880795314158,19.6615040467522,10.3899239907349,"1","ciencias de la computacion","0","1","0"
2022,"0",159.829779980428,17.407621376967,9.16643031313617,"0","ingenieria","1","0","1"
2022,"0",154.178097118713,17.0687654434377,8.80288905345092,"1","negocios","1","1","1"
2022,"0",148.877099799679,16.9189204529238,8.53579493077572,"0","negocios","1","0","1"
2022,"0",142.674726307749,15.0786404016509,7.59731065740797,"1","negocios","0","1","1"
2022,"0",160.401161958349,24.1543263187732,11.2503175459385,"0","ingenieria","0","0","1"
2022,"0",159.184811776225,15.0786404016509,9.73954076214384,"1","negocios","1","0","1"
2022,"0",174.842065497867,25.116993236449,11.7563591346156,"1","ciencias de la computacion","1","0","0"
2022,"0",145.257315514345,15.0786404016509,8.24756222118136,"0","ingenieria","0","1","1"
2022,"0",135.725276767115,16.9202605065407,9.35591982729792,"0","ingenieria","0","0","0"
2022,"0",147.327464044062,15.5001978820766,8.2191107520469,"0","ciencias de la computacion","0","1","1"
2022,"0",113.827039318027,8.35791438857965,5.82766148875671,"0","ciencias de la computacion","1","0","0"
2022,"0",131.619226999408,12.4236298330859,7.1564819058417,"0","negocios","1","0","1"
2022,"0",178.176552477204,27.2623231958575,12.3718549802101,"1","negocios","0","1","0"
2022,"0",142.725549756039,19.4144864462137,9.58672442218545,"1","negocios","1","0","1"
2022,"0",120.050885750113,10.8346411412939,6.8372530835725,"1","negocios","1","0","0"
2022,"0",135.31376720442,17.319613202005,9.39068997291044,"0","negocios","0","1","0"
2022,"0",139.962451459974,14.8412155180412,8.51122568826416,"1","datos","0","0","1"
2022,"0",129.812080023358,5.33720811993675,4.64948951735659,"0","datos","1","1","1"
2022,"0",91.7551256363629,4.30007078552821,4.34174519369714,"0","ingenieria","1","0","1"
2022,"0",148.435308745785,17.2797487145131,9.09529195716091,"0","negocios","1","1","0"
2022,"0",193.591635417803,21.9808742417548,10.699131992287,"1","ciencias de la computacion","1","0","1"
2022,"0",194.121682026901,23.4245705399696,11.3340588574962,"0","datos","0","1","1"
2022,"0",143.090482497373,23.1614963993786,10.7552444774173,"0","negocios","1","1","0"
2022,"0",118.12524119671,9.98180225314452,5.90426072120055,"1","datos","0","0","1"
2022,"0",116.290569448465,13.7159581628108,7.83687085776473,"1","datos","1","0","1"
2022,"0",125.851674148867,12.0416270982653,7.29829182932874,"0","ingenieria","1","1","0"
2022,"0",134.521130564408,15.1640139740579,8.59114430946324,"1","negocios","0","1","0"
2022,"0",135.388496117784,16.4192302855122,8.54951048857485,"0","ingenieria","1","1","1"
2022,"0",175.478222755387,22.1034240132459,11.0334909405448,"1","ciencias de la computacion","0","1","1"
2022,"0",88.3472647329287,8.01722659118919,5.90086177016607,"0","negocios","1","1","0"
2022,"0",161.322336628246,15.0786404016509,10.8420772516835,"0","datos","0","0","0"
2022,"0",135.452831480714,13.8420558193173,8.02463706499583,"0","negocios","0","1","1"
2022,"0",167.421701986239,21.1915385981823,10.3553319463451,"1","datos","0","0","1"
2022,"0",132.498917765445,14.1418350433477,7.86259430309621,"1","ingenieria","1","1","0"
2022,"0",125.929866749485,11.0655817514489,6.64645143717184,"1","ingenieria","0","1","0"
2022,"0",149.745371944926,19.9083574930587,9.72455323798538,"1","negocios","1","1","1"
2022,"0",120.340156295764,10.4375011185261,6.46063775369644,"0","ingenieria","1","1","0"
2022,"0",147.345051751522,15.0786404016509,8.13668837124936,"1","datos","1","0","1"
2022,"0",132.198607832755,12.4999249619542,7.00740930977337,"1","datos","0","1","0"
2022,"0",150.117645332011,18.0334380787941,10.0000675895808,"1","negocios","0","1","1"
2022,"0",124.507774872239,13.3365149618786,8.26195025975779,"1","negocios","1","0","1"
2022,"0",134.955624619817,18.1520113843051,5.23164440996504,"1","negocios","1","1","1"
2022,"0",158.401671148242,12.5779747234471,6.87415333785608,"1","negocios","1","0","1"
2022,"0",138.840749471459,11.0466322318673,7.03220009868837,"1","negocios","1","1","0"
2022,"0",167.096132940908,29.0971315599586,6.63802298887726,"1","ciencias de la computacion","1","0","0"
2022,"0",130.475928052343,14.2417842270262,7.77210118090586,"1","negocios","1","1","1"
2022,"0",151.655443712078,21.3437771383484,10.2563084040525,"0","ingenieria","1","1","1"
2022,"0",90.5742257723033,5.95718414918577,4.76065155313004,"0","negocios","0","1","0"
2022,"0",147.480801351501,16.8297070501948,8.97739459877521,"1","ingenieria","1","0","0"
2022,"0",168.326782811915,20.4819205324147,10.5482477266329,"1","negocios","1","1","1"
2022,"0",187.716323651863,24.7171305610679,11.7956476982061,"1","ciencias de la computacion","1","1","0"
2022,"0",144.363470173714,15.0935693869951,8.26056552262237,"1","negocios","1","0","1"
2022,"0",163.397821109392,19.923217898138,9.91909809130415,"1","negocios","1","0","1"
2022,"0",140.733162305959,11.9860203249343,6.78740261440011,"1","datos","1","1","1"
2022,"0",143.29971044037,19.3934882686516,9.69111455829032,"1","datos","1","1","0"
2022,"0",182.617813403737,18.7073488344661,9.76555358001685,"0","negocios","0","1","1"
2022,"0",160.200566626708,19.2588327903573,9.55213464616355,"1","negocios","0","0","0"
2022,"0",134.591657676279,18.0855047053858,9.33606434003814,"1","ciencias de la computacion","0","1","0"
2022,"0",150.559187085657,18.8239074028081,9.46683540383156,"1","negocios","0","1","0"
2022,"0",124.908309521708,12.0470787624134,7.36268642173757,"1","negocios","1","1","1"
2022,"0",190.73231955481,44.8414183133638,8.49621009703642,"0","negocios","0","1","1"
2022,"0",151.393707134882,18.8340907071101,9.70451657160677,"0","ciencias de la computacion","1","1","1"
2022,"0",128.609803963962,15.0786404016509,7.38279828629839,"1","negocios","1","1","0"
2022,"0",147.875082904609,19.2390527469208,9.65079567515992,"1","ingenieria","1","0","1"
2022,"0",132.971636267928,12.9818606031234,7.40050045391116,"1","negocios","0","1","0"
2022,"0",128.078561324365,13.4652704638456,7.36385381787719,"0","ingenieria","1","1","1"
2022,"0",147.593856312256,14.2094875311882,8.26527365110901,"0","ingenieria","1","0","1"
2022,"0",147.78022495029,17.9176610519463,9.16602362077061,"0","ingenieria","0","0","1"
2022,"0",143.050931040606,15.7053563958722,8.68200017104638,"1","negocios","1","1","1"
2022,"0",114.6633695468,15.0786404016509,6.86538884910413,"0","negocios","0","1","0"
2022,"0",118.313509151229,12.1002998510724,7.48775538049829,"0","datos","0","0","0"
2022,"0",113.100520404134,9.11190546912617,6.27250468568295,"1","ciencias de la computacion","0","0","1"
2022,"0",117.81001352042,12.2785010449735,7.42284934242452,"1","negocios","0","0","1"
2022,"0",115.510543533519,7.81356567566165,5.71983174010755,"0","negocios","0","0","1"
2022,"0",150.021920593104,19.8539946808661,9.85699546847921,"1","ciencias de la computacion","1","1","0"
2022,"0",139.380218529745,17.7105385800045,9.0379617113309,"0","negocios","1","0","0"
2022,"0",112.806242617593,10.2646978023883,5.98631242882245,"0","ciencias de la computacion","1","0","1"
2022,"0",131.026100480629,14.4402473452514,8.26195025975779,"0","ciencias de la computacion","1","0","0"
2022,"0",170.221431539081,12.4185463063194,7.56056302680024,"1","negocios","0","1","1"
2022,"0",173.152855098287,22.7762053124083,11.006557352735,"1","negocios","1","1","1"
2022,"0",133.9531659693,12.4231373477438,8.26195025975779,"1","datos","0","0","1"
2022,"0",107.275665220619,10.2796667321352,6.34339382359804,"0","negocios","0","0","1"
2022,"0",93.7263336917758,5.06161409334524,4.83470912235344,"1","ciencias de la computacion","0","1","0"
2022,"0",107.259940231631,15.0786404016509,5.76860014793345,"1","ingenieria","0","0","0"
2022,"0",158.283740225397,18.5892590733663,9.54974589684093,"1","ciencias de la computacion","0","1","1"
2022,"0",149.668982627223,15.0586094246283,8.2046406830849,"1","negocios","0","1","1"
2022,"0",121.355093375114,16.5918977021768,8.26195025975779,"1","ingenieria","0","0","0"
2022,"0",116.937628205231,12.4279496553891,7.76798871865878,"1","negocios","0","0","0"
2022,"0",155.765441578213,16.5354443026935,8.58179002833302,"1","negocios","0","1","0"
2022,"0",155.551667243132,20.1790326069317,10.1099669344779,"0","negocios","1","0","1"
2022,"0",123.593918264109,11.7917906099347,7.41390770771705,"0","datos","1","0","0"
2022,"0",140.185216331659,13.723484049949,7.5005659573767,"0","negocios","0","0","1"
2022,"0",128.285794616716,12.5662109947879,7.1876801284439,"1","negocios","1","1","1"
2022,"0",136.255694978821,11.1180726923969,7.32772257791818,"0","ingenieria","0","0","1"
2022,"0",167.660751454802,23.9783468336485,11.3276819505823,"0","negocios","1","1","0"
